first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Robert,,Jordan,,Knife of Dreams,The Wheel of Time,11,"As the very fabric of reality wears thin, all portents indicate that Tarmon Gai'don, the Last Battle, is imminent - and Rand al'Thor must ready himself to confront the Dark One. But Rand must first negotiate a truce with the Seanchan armies, as their forces increasingly sap his strength.

All is in flux as established powers falter . . . In Caemlyn, Elayne fights to gain the Lion Throne while trying to avert civil war and Egwene finds that even the White Tower is no longer a place of safety.

The winds of time have whirled into a storm, and Rand and his companions ride in the vortex. This small company must prevail against the trials of fate and fortune - or the Dark One will triumph and the world will be lost.",1,Orbit,2006-08-03,832,1841492280,9781841492285,"adventure,epic fantasy,fantasy"
Robert,,Jordan,Brandon Sanderson,Gathering Storm,The Wheel of Time,12,"Tarmon Gai'don, the Last Battle, looms. And mankind is not ready.

Rand al'Thor struggles to unite a fractured network of kingdoms and alliances in preparation for the Last Battle, as his allies watch in terror the shadow that seems to be growing within the heart of the Dragon Reborn himself.

Egwene al'Vere is a captive of the White Tower and subject to the whims of their tyrannical leader. She works to hold together the disparate factions of Aes Sedai, as the days tick toward the Seanchan attack she knows is imminent. Her fight will prove the mettle of the Aes Sedai, and her conflict will decide the future of the White Tower - and possibly the world itself.",1,Orbit,2010-10-07,864,1841492329,9781841492322,"adventure,epic fantasy,fantasy"
Robert,,Jordan,Brandon Sanderson,Towers of Midnight,The Wheel of Time,13,"The Last Battle has started. The seals on the Dark One's prison are crumbling. The Pattern itself is unravelling, and the armies of the Shadow have begun to spill out of the Blight.

Perrin Aybara is haunted by spectres from his past. To prevail, he must find a way to master the wolf within him or lose himself to it for ever.

Meanwhile, Matrim Cauthon prepares for the most difficult challenge of his life. The Tower of Ghenjei awaits, and its secrets will reveal the fate of a friend long lost.

The end draws near. It's time to roll the dice.",1,Orbit,2011-10-06,976,1841498696,9781841498690,"adventure,epic fantasy,fantasy"
Robert,,Jordan,Brandon Sanderson,Memory of Light,The Wheel of Time,14,"In the Field of Merrilor the rulers of the nations gather to join behind Rand al'Thor, or to stop him from his plan to break the seals on the Dark One's prison - which may be a sign of his madness, or the last hope of humankind. Egwene, the Amyrlin Seat, leans toward the former.

In Andor, the Trollocs seize Caemlyn.

In the wolf dream, Perrin Aybara battles Slayer.

Approaching Ebou Dar, Mat Cauthon plans to visit his wife Tuon, now Fortuona, Empress of the Seanchan.

All humanity is in peril - and the outcome will be decided in Shayol Ghul itself. The Wheel is turning, and the Age is coming to its end. The Last Battle will determine the fate of the world . . .",1,Orbit,2013-10-03,768,1841498718,9781841498713,"adventure,epic fantasy,fantasy"
Terrance,,Dicks,,Doctor Who: The Eight Doctors,Eighth Doctor Adventures,1,"Recuperating after the trauma of his recent regeneration, the Eighth Doctor falls foul of a final booby trap set by his arch-enemy, the Master.

When he recovers, the disorientated Doctor looks in a mirror and sees the face of a stranger. He knows only that he is called the Doctor - nothing more. But something deep inside tells him to trust the TARDIS, and his hands move over the controls of their own accord.

The TARDIS takes him to a strangely familiar junkyard in late-nineties London, where he is flung into a confrontation between local drug-dealers and Samantha Jones, a rebellious teenager from Coal Hill School.

But the Doctor soon finds the TARDIS transporting him to various other places in order to recover all his memories - and that involves seeing seven strangely-familiar faces...",1,BBC Books,1997-06-02,288,0563405635,9780563405634,"adventure,aliens,sci-fi,time travel,young adult"
Stephen,,Cole,,Doctor Who: The Monsters Inside,Doctor Who: New Series Adventures,2,"The TARDIS takes the Doctor and Rose to a destination in deep space - Justicia, a prison camp stretched over seven planets, where Earth colonies deal with their criminals. While Rose finds herself locked up in a teenage borstal, the Doctor is trapped in a scientific labor camp. Each is determined to find the other, and soon both Rose and the Doctor are risking life and limb to escape in their distinctive styles. But their dangerous plans are complicated by some old enemies. Are these creatures fellow prisoners as they claim, or staging a takeover for their own sinister purposes? Featuring the Doctor and Rose as played by Christopher Eccleston and Billie Piper in the hit series from BBC Television.",1,BBC,2005-01-01,253,1846072980,9781846072987,"adventure,aliens,sci-fi,time travel,young adult"
Justin,,Richards,,Doctor Who: The Clockwise Man,Doctor Who: New Series Adventures,1,"In 1920s London the Doctor and Rose find themselves caught up in the hunt for a mysterious murderer. But not everything is what it seems. Secrets lie behind locked doors and inhuman killers roam the streets.

Who is the Painted Lady and why is she so interested in the Doctor? How can a cat return from the dead? Can anyone be trusted to tell - or even to know - the truth?

With the faceless killers closings in, the Doctor and Rose must solve the mystery of the Clockwise Man before London itself is destroyed...

This is the first of a new series of hardcovers featuring the new Doctor Who from the new TV series.",1,BBC Books,,253,1846072972,9781846072970,"adventure,aliens,sci-fi,time travel,young adult"
Justin,,Richards,,Doctor Who: The Deviant Strain,Doctor Who: New Series Adventures,4,"The Novrosk Peninsula: the Soviet naval base has been abandoned, the nuclear submarines are rusting and rotting. Cold, isolated, forgotten. Until the Russian Special Forces arrive and discover that the Doctor and his companions are here too.

But there is something else in Novrosk. Something that predates even the stone circle on the cliff top. Something that is at last waking, hunting, killing. Can the Doctor and his friends stay alive long enough to learn the truth?

With time running out, they must discover who is really responsible for the Deviant Strain...

Featuring the Ninth Doctor as played by Christopher Eccleston, together with Rose and Captain Jack as played by Billie Piper and John Barrowman in the hit Doctor Who series from BBC Television.",1,BBC,2005-01-01,251,1846073006,9781846073007,"adventure,aliens,sci-fi,time travel,young adult"
Gareth,,Roberts,,Doctor Who: Only Human,Doctor Who: New Series Adventures,5,"Somebody's interfering with time. The Doctor, Rose, and Captain Jack arrive on modern-day Earth to find the culprit -- and discover a Neanderthal Man, twenty-eight thousand years after his race became extinct. Only a trip back to the primeval dawn of humanity can solve the mystery.

Who are the mysterious humans from the distant future now living in that distant past? What hideous monsters are trying to escape from behind the Grey Door? Is Rose going to end up married to a caveman?

Caught between three very different types of human being -- past, present and future -- the Doctor, Rose, and Captain Jack must learn the truth behind the Osterberg experiment before the monstrous Hy-Bractors escape to change humanity's history forever...",1,BBC,2005-01-01,251,1846073014,9781846073014,"adventure,aliens,sci-fi,time travel,young adult"
Justin,,Richards,,Doctor Who: The Resurrection Casket,Doctor Who: New Series Adventures,9,"Starfall - a world on the edge, where crooks and smugglers hide in the gloomy shadows and modern technology refuses to work. And that includes the TARDIS. The pioneers who used to be drawn by the hope of making a fortune from the mines can find easier picking elsewhere. But they still come for the romance of it, or old-fashioned organic mining. Or in the hope of finding the lost treasure of Hamlek Glint - scourge of the spaceways, privateer, adventurer, bandit.

Will the TARDIS ever work again? Is Glint's lost treasure waiting to be found? And does the fabled Resurrection Casket, the key to eternal life, really exist? With the help of new friends, and to the horror of new enemies, the Doctor and Rose aim to find out.

Featuring the Tenth Doctor and Rose as played by David Tennant and Billie Piper in the acclaimed Doctor Who series from BBC Television.",1,BBC Book Publishing,2006-01-01,246,1846073049,9781846073045,"adventure,aliens,sci-fi,time travel,young adult"
Ken,,MacLeod,,Dark Light,Engines of Light,2,"The Second Sphere is thousands of light years away from Earth - if Earth still exists. For Matt Cairns and the cosmonauts of the Bright Star, this distant corner of the galaxy is their new home.

But the Second Sphere is also home to other civilisations, lifted from their worlds by a race of god-like aliens. On Croatan, two of these civilisations live a precarious co-existence, separated by eons of technological advance. The arrival of the Bright Star is an event that may trigger disaster, for this is the first human-crewed starship to arrive at the ancient colony.

And all the time, hidden among the stars, the gods are watching. They have always been watching.",1,Orbit,2002-10-24,384,1841491098,9781841491097,"adventure,sci-fi,space opera"
Pittacus,,Lore,,I Am Number Four,Lorien Legacies,1,"John Smith is not your average teenager.

He regularly moves from small town to small town. He changes his name and identity. He does not put down roots. He cannot tell anyone who or what he really is. If he stops moving those who hunt him will find and kill him.

But you can't run forever.

So when he stops in Paradise, Ohio, John decides to try and settle down. To fit in. And for the first time he makes some real friends. People he cares about - and who care about him. Never in John's short life has there been space for friendship, or even love.

But it's just a matter of time before John's secret is revealed.

He was once one of nine. Three of them have been killed.

John is Number Four. He knows that he is next . . .",1,Penguin,2011-02-03,400,0141330864,9780141330860,"action,adapted to screen,adventure,fantasy,romance,sci-fi,teen,young adult"
Brian,W.,Aldiss,,Jocasta: Wife and Mother,,,"A Theban adventure from the master of Science-Fiction, here proving himself adept at imagining historical worlds. Part of the Brian Aldiss Collection. In Jocasta, Aldiss brings vividly to life the ancient world of dreaming Thebes: a world of sun-drenched landscapes, golden dust, sphynxes, Furies, hermaphroditic philosophers, ghostly apparitions and ambivalent gods. Jocasta is also a strikingly effective contemplation of an older world order where the human mind is still struggling to understand itself and the nature of the world around it.",1,HarperCollins Publishers Limited,2014-12-04,200,0007482140,9780007482146,"mythology,sci-fi,speculative"
Mark,,Anthony,,Dark Remains,The Last Rune,3,"The third volume of a classic fantasy series set on two worlds Travis Wilder and Grace Beckett have returned to modern Earth on a mission of mercy: to get medical help for the severely wounded Beltan, a knight from the otherworld of Eldh. But as Beltan lies unconscious in the ICU of a Denver hospital, a shadowy organization plots to kidnap him for use in its cruel experiments, while sinister forces of dark magic cross the boundary from Eldh in a murderous search for Travis and Grace. Meanwhile, in Eldh itself, a young baroness, her witch companion, and their mortal and immortal friends journey to a dying city, there to confront a nameless evil that has begun to annihilate the very gods. Somehow Travis and Grace must save Beltan and themselves, and then make their way back to Eldh, for only in this realm of gods and monsters, myth and runecraft, can they hope to defeat a demonic enemy that can shatter time, devour space, and turn existence into nothingness.",1,"Simon & Schuster, Limited",2002-01-02,738,0671028855,9780671028855,"adventure,fantasy,lgbt"
Isaac,,Asimov,,Prelude to Foundation,Foundation,6,"This daring story of humanity's future introduces one of the great masterworks of science fiction: the Foundation novels of Isaac Asimov. Unsurpassed for their unique blend of nonstop action, bold ideas, and extensive world-building, they chronicle the struggle of a courageous group of people to save civilization from a relentless tide of darkness and violence--beginning with one exceptional man.

It is the year 12,020 G.E. and Emperor Cleon I sits uneasily on the Imperial throne of Trantor. Here in the great multidomed capital of the Galactic Empire, forty billion people have created a civilization of unimaginable technological and cultural complexity. Yet Cleon knows there are those who would see him fall--those whom he would destroy if only he could read the future.

Hari Seldon has come to Trantor to deliver his paper on psychohistory, his remarkable theory of prediction. Little does the young Outworld mathematician know that he has already sealed his fate and the fate of humanity. For Hari possesses the prophetic power that makes him the most wanted man in the Empire . . . the man who holds the key to the future--an apocalyptic power to be known forever after as the Foundation.",1,Voyager Harper Collins,,460,0586071113,9780586071113,"sci-fi,space opera,speculative"
Steven,,Erikson,,Midnight Tides,Malazan Book of the Fallen,5,"The fifth awesome tale in Erikson's epic Malazan Book of the Fallen fantasy sequence

After decades of warfare, the tribes of the Tiste Edur have at last united under the rule of the Warlock King. But peace has been exacted at a terrible price - a pact made with a hidden power whose motives are at best suspect, at worst deadly.
To the south, the expansionist kingdom of Lether has devoured all of its less-civilised neighbours with rapacious hunger. All save one - the Tiste Edur. But Lether is approaching a long-prophesied renaissance - from kingdom and lost colony to Empire reborn - and has fixed its gaze on the rich lands of the Tiste Edur. It seems inevitable that the tribes will surrender, either to the suffocating weight of gold, or to slaughter at the edge of a sword. Or so Destiny has decreed.

A pivotal treaty between the two sides nears - but unknown ancient forces are awakening. For the impending struggle between these two peoples is but a pale reflection of an altogether more profound, primal battle - a confrontation with the still-raw wound of betrayal and the craving for vengeance at its heart. War and confrontation, magic and myth collide in this, the stunning fifth chapter in Steven Erikson's magnificent 'Malazan Book of the Fallen' sequence, hailed as an epic of the imagination and a fantasy classic in the making.",1,Random House,2005-01-03,959,0553813145,9780553813142,"epic fantasy,fantasy"
Sara,,Douglass,,Twisted Citadel,DarkGlass Mountain,2,"Tencendor is no more. The land is gone. But a few Sunsoars still remain, and a new foe walks the world.

Three new heroes have stepped forward: Ishbel Brunelle, priestess of the Serpent Coil; Isaiah, the Tyrant of Isembaard; and Maximillian, the Lord of Elcho Falling. Yet despite their best efforts, the dark god Kanubai has risen. And worse yet, war approaches, as the Darkglass Mountain has raised a vaste horde to ravage the land.

As the trio struggle to keep their supporters and alliances alive, the Sunsoars have their own challenges...including the chance to finally rejoin the magical Star Dance, and the appearance of the Lealfast, long-lost kin to the Icarii who may be friends...or deadly enemies. As tensions rise between the two races, Axis Sunsoar revives his elite Strike Force in a desperate bid to stop the darkness.",1,HarperVoyager,2008-05-06,592,0007270399,9780007270392,"epic fantasy,fantasy,romance"
Sara,,Douglass,,Serpent Bride,DarkGlass Mountain,1,"Rescued from unspeakable horror, Ishbel Brunelle has devoted her life to the Order of the Coil, a sacred cult that reads the future in the entrails of its human sacrifices. But the Serpent has loftier plans for the archpriestess, and an eerie, eldritch warning: Prepare for the Lord of Elcho Falling . . .

Perils abound in a realm beset by treachery, and above all looms the DarkGlass Mountain—once known as the Threshold—as the terrible Dark God Kanubai prepares to emerge from his prison in exile.",1,Eos,2008-06-01,694,006088214X,9780060882143,"epic fantasy,fantasy,romance"
Bruce,,Coville,,Odds Are Good,,,"Beloved for his hilarious and unexpectedly moving novels, Bruce Coville is also a master of the short story. These two collections, in one volume for the first time, feature eighteen tales of unusual breadth and emotional depth. This omnibus is a perfect introduction to Bruce Coville's magic for the uninitiated. Includes an introduction by Jane Yolen.",1,Pearson Education,2007-01-01,352,0152057161,9780152057169,"fantasy,humour,short stories,teen,young adult"
Simon,,Clark,,Night of the Triffids,Triffids,2,"Simon Clark's The Night of the Triffids is the authorised 50th-anniversary sequel to The Day of the Triffids (1951) by John Wyndham, that classic SF nightmare which gave our language the word ""triffid"".  Clark's opening consciously echoes Wyndham's. In Day, narrator Bill Masen woke to a world blinded by strange radiations. Twenty five years later, his son David wakes to a different mysterious darkness. When people can't see, those deadly walking GM vegetables the triffids have the advantage. They got out of hand in Day and now not only dominate the continents but are learning how to invade human refuges like the Masens' Isle of Wight.  Air pilot David's high-altitude investigation of what's hiding the sun leads to unexpected dangers and contact with explorers from triffid-besieged Manhattan Island. A wonderful place but with something rotten underneath--and its leader's plans for reclaiming the Earth verge on the insane.  Simon Clark, a devoted fan of The Day of the Triffids, is best known for horror fiction. Although he does a fair pastiche of Wyndham's very British understated narrative style, this often escalates into darker imagery and moments of memorable nastiness. The triffids have evolved new, lethal tricks but these pale into insignificance besides the unspeakable things that obsessed humans can do to one another. In the long run, coping with triffids may well be easier.  The Night of the Triffids builds to a slam-bang action climax, not terribly Wyndhamesque but still gripping. A good old-fashioned read with slick modern trimmings and hints of another sequel. --David Langford",1,Hodder Paperbacks,2001-10-18,480,0340766018,9780340766019,"dystopian,horror,sci-fi"
Iain,M.,Banks,,Consider Phlebas,Culture,1,"The war raged across the galaxy. Billions had died, billions more were doomed. Moons, planets, the very stars themselves, faced destruction, cold-blooded, brutal, and worse, random. The Idirans fought for their Faith; the Culture for its moral right to exist. Principles were at stake. There could be no surrender.

Within the cosmic conflict, an individual crusade. Deep within a fabled labyrinth on a barren world, a Planet of the Dead proscribed to mortals, lay a fugitive Mind. Both the Culture and the Idirans sought it. It was the fate of Horza, the Changer, and his motley crew of unpredictable mercenaries, human and machine, actually to find it, and with it their own destruction.

Consider Phlebas - a space opera of stunning power and awesome imagination.",1,Orbit,,,1857231384,9781857231380,"adventure,sci-fi,space opera"
Lloyd,,Alexander,,Castle of Llyr,The Chronicles of Prydain,3,"Master Dallben has decided it is time for Eilonwy, daughter of the House of Llyr, to learn to behave like a proper princess. He sends her away to the Isle of Mona but instead of training in the art of being a lady, Eilonwy falls into the hands of the evil enchantress, Achren, who wants to use Eilonwy's magical powers for her own ends. Taran and his companions must rescue the princess or the peaceful land of Prydain will face a fearful future. Their quest is a perilous one and demands bravery and sacrifice, but it also promises adventure, excitement and a touch of magic. The third book in Lloyd Alexander's classic fantasy epic The Chronicles of Prydain.",1,Clearway Logistics Phase 10-12,,,0746060602,9780746060605,"adventure,fantasy,middle grade,teen,young adult"
Lloyd,,Alexander,,Taran Wanderer,The Chronicles of Prydain,4,"Taran the Assistant Pig-Keeper has led heroic adventures and is a friend of princes, yet he is still troubled by his lowly status and determined to discover the secret of his true identity. He sets out to consult the powerful witches of Morva and the mysterious Mirror of Llunet. On his quest to find the truth, Taran must journey through distant realms and undertake a series of challenging tasks. But his greatest struggle is against his own pride and fears, as he learns where true greatness lies. The fourth book in Lloyd Alexander's classics fantasy epic The Chronicles of Prydain.",2,Usborne Publishing Ltd,2005-09-30,260,0746068395,9780746068397,"adventure,classics,fantasy,middle grade,teen,young adult"
Lloyd,,Alexander,,Book of Three,The Chronicles of Prydain,1,"Taran is desperate for adventure. Being a lowly Assistant Pig-Keeper just isn't exciting. That is, until the magical pig, Hen Wen, disappears and Taran embarks on a death-defying quest to save her from the evil Horned King. His perilous adventures bring Taran many new friends: an irritable dwarf, an impulsive bard, a strange hairy beast and the hot-headed Princess Eilonwy. Together, they face many dangers, from the deathless Cauldron-Born warriors, dragons, witches and the terrifying Horned King himself. Taran learns much about his identity, but the mysterious Book of Three is yet to reveal his true destiny.",1,Usborne Publishing Ltd,2004-08-27,240,0746060386,9780746060384,"adventure,classics,fantasy,middle grade,teen,young adult"
David,,Gemmell,,First Chronicles of Druss the Legend,The Drenai Saga,6,"Druss. The Legend. Saviour of Skeln Pass. Protector of Dros Delnoch. The most famous - and dreaded - of Drenai's heroes.

But before all men knew Druss he was a young husband, hewing tress instead of men - most of the time - and held in check by his beloved wife, Rowena. When she is stolen by slavers Druss becomes a killing machine intent on only one thing: Rowena's return.",1,Orbit,1994-09-15,352,1857236807,9781857236804,"adventure,epic fantasy,fantasy"
Brian,,Herbert,Kevin J. Anderson,House Harkonnen,Prelude to Dune,2,"Returning to the vivid universe of Frank Herbert's Dune, this title continues the saga begun in Dune: House Atreides. As Shaddam sits at last on the Golden Lion Throne, Baron Vladimir Harkonnen plots against the new Emperor and House Atreides--and against the mysterious Sisterhood of the Bene Gesserit. For Leto Atreides, it is a time of momentous choice.",1,Hodder Paperbacks,2001-03-15,640,0340751789,9780340751787,"adventure,fantasy,sci-fi,space opera"
Robert,,Holdstock,,Celtika,The Merlin Codex,1,"Merlin is almost young, and immortal, one of those born to walk the paths of the world, a man with charm carved into his bones, and enchantment running through his body thicker than blood . . .
And this is a time of heroes, centuries before King Arthur is born, men and women who, though not gods themselves, are something more than mere mortals. For decades, Jason has been immured in his ship Argo in a lake in the far north, alive, but not, still traumatised by the murder of his sons by his enchantress wife Medea . . . until Merlin sees through the veil of enchantment and realises the boys were never killed; it was all a trick.
Through the mists-shrouded isle of Alba to Greek Land, Merlin leads Jason and his Argonauts, some old, some new, on a quest to find the boys, journey filled with heroism and heartbreak, truth and treachery.",1,Gollancz,2007-01-11,336,0575079738,9780575079731,"fantasy,mythology"
Grant,,Naylor,,Infinity Welcomes Careful Drivers,Red Dwarf,1,"The human race began as slime and ended as slime. His name was Dave Lister.

After celebrating his birthday on a Monopoly board pub-crawl round London, he wakes up three million years from Earth, marooned in the wrong plane of the wrong dimension of the wrong reality with a crippling hangover and down to his last two cigarettes . . .

Together with a dead man, a senile computer, a deranged sanitation mechanoid with an overactive guilt chip and the best-dressed entity in all six known universes, the last remaining member of the human race begins his epic journey home.

Join the Red Dwarf's trepid band of space zeroes - Lister, Rimmer, Kryten, Holly and the Cat - as they travel through frontal-lobe knotting realities where none dare venture but the bravest of the brave, the boldest of the bold, the feeblest of the feeble-minded.",1,Penguin,,,0140124373,9780140124378,"humour,sci-fi"
Holly,,Lisle,,Diplomacy of Wolves,The Secret Texts,1,"Book one of ""The Sacred Texts"" is set in a world considerably more urban and urbane  than traditional fantasy quest epics. Dirigible balloons (""airibles"") coexist with Machiavellian  plotting, Borgia-like malevolence, and deadly rivalry of great families resembling the Montagues  and Capulets of Romeo and Juliet. There's magic too, forbidden but still furtively used:  each clan has its secret corps of ""Wolves"", black magicians who conduct cruel sacrifices and may  become physically monstrous from spell backlash. Young heroine Kait is a trainee diplomat and  secretly a shapeshifter--that is, accursed and marked for death if ever exposed. After a horrific  clash of wizardry and assassination that almost wipes out her clan, she takes ship in search of  the ancient ""Mirror of Souls"" that legendarily can bring back the dead. But legends may be booby- trapped: Kait and other characters become guided by helpful spirit voices, gods with their own  agenda and no love of humanity, and the Mirror's real function may be altogether different.  Meanwhile, a long-dead sorcerer who opposed the gods with his own white-magic cult awaits  rebirth....",1,Gollancz,1999-12-30,406,1857988728,9781857988727,"adventure,epic fantasy,fantasy,paranormal"
Rhoda,,Lerman,,"Book of the Night, The",,,"Fearful omens predict enormous changes, and the Beast of Time is loose upon the Island of Iona, in this tale in which the tenth century coexists with the twentieth, and science and religion clash.",1,The Women's Press Ltd,1986-03-01,304,0704339919,9780704339910,"fantasy,sci-fi"
Ursula,K. Le,Guin,,"Compass Rose, The",,,"North to Orsinia and the boundaries between reality and madness ... South to discover Antarctica with nine South American women ... West to find an enchanted harp and the borderland between life and death ... and onward to all points on and off the compass. Twenty astonishing stories from acclaimed author Ursula K. Le Guin carry us to worlds of wonder and horror, desire and destiny, enchantment and doom.",1,Grafton,1984-11-01,288,0586060537,9780586060537,"fantasy,sci-fi,short stories,speculative"
