first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Caroline,,Graham,,Killings at Badger's Drift,Chief Inspector Barnaby,1,"Badger’s Drift is the ideal English village, complete with vicar, bumbling local doctor, and kindly spinster. But when the spinster dies suddenly, her best friend kicks up a fuss loud enough to attract the attention of Detective Chief Inspector Barnaby. And when Barnaby and his eager-beaver deputy start poking around, they uncover a swamp of ugly scandals and long-suppressed resentments seething below the picture-postcard prettiness.

In the grand English tradition of the quietly intelligent copper, Barnaby has both an irresistibly dry sense of humor and a keen insight into what makes people tick. The Killings at Badger’s Drift marks Inspector Barnaby’s debut, and offers ample proof that Caroline Graham may indeed be “simply the best detective writer since Agatha Christie” (Sunday Times of London).",1,Felony & Mayhem Press,2014-10-15,272,,,"crime,mystery,police procedural"
Caroline,,Graham,,Death Of A Hollow Man,Chief Inspector Barnaby,2,"Actors do love their dramas, and the members of the Causton Amateur Dramatic Society are no exception. However, even the most theatrically minded have to admit that murdering the leading man in full view of the audience is a bit over the top. Luckily, Inspector Barnaby is in that audience, and while he may lack certain skills as a theater critic, he’s just the man to catch a killer. Barnaby is in his element, and so is Caroline Graham, a former actress, who tweaks her collection of community-theater artistes and small-town drama queens with merciless delight. The reader’s only regret will be that, eventually, the curtain must come down on the final page.",1,Felony & Mayhem Press,2014-10-15,312,,,"crime,mystery,police procedural"
Jennifer,,Haigh,,Mrs. Kimble,,,"The award-winning debut novel from Jennifer Haigh, author of BakerTowers, The Condition, and Faith, tells the story of Birdie, Joan, and Dinah, three women who marry the same charismatic, predatory, and enigmaticopportunist: Ken Kimble. Resonating with emotional intensity and narrative innovation reminiscent of Ann Patchett's Bel Canto, Barbara Kingsolver's The Poisonwood Bible, and Zora Neale Hurston's Their Eyes Were Watching God, Haigh's Mrs. Kimble is a timeless story of grief, passion, heartache, deception, and the complex riddle of love.",1,HarperCollins Publishers,2009-10-13,416,,,"chick lit,contemporary,psychological fiction,relationships"
Ruth,,Hamilton,,Lights of Liverpool,,,"The O'Neils, who have lost brothers and sons into the bowels of London's East End, keep watch over their one remaining young male, a boy named Seamus. Hardworking and good-hearted, they cling together and help each other, and a whole community.

Meanwhile, Rosh Allen mourns the loss of Phil, her dearly-beloved husband. Aided and impeded by her mother, Anna, she struggles to raise three fatherless children. With the help of a kind-hearted neighbour, her wounds begin to heal, and she begins to take the first faltering steps into 'normality'.

Tess and Don Compton are on the verge of separation. An apparently greedy and selfish woman, Tess wants a semi-detached house, and all her own way. But what really lies behind her desire to live on the posh side of the street.

Behind the three families, two men are at work. One will do serious damage; the other will reunite a clan that goes all the way back to Ireland and to ancestors thrown ashore from the ships of the Spanish Armada.",1,Pan Macmillan,2012-05-24,420,,,"family drama,historical fiction,saga"
Knut,,Hamsun,,Victoria,,,"This beautiful and moving story of young love is a classic of European literature. Johannes, the miller’s son, and Victoria, daughter of the lord of the manor, enjoy a brief moment of ecstasy that is as transitory as their dreams. They are forever separated by their class, and circumstances force them into perverse cruelty to each other. Yet, Victoria cannot live without her Johannes. Victoria is the only novel Hamsun wrote that could be described as a whole-hearted love story and was written at the beginning of his own marriage (indeed Hamsun named his own daughter, Victoria, after the novel).",1,TBS/GBS/Transworld,2012-02-14,300,,,"classics,literary fiction,romance"
Lilian,,Harry,,Three Little Ships,,,"Lilian Harry's engrossing wartime saga about the heroes and heroines of Dunkirk.

During just nine days in the early summer of 1940, nearly eight hundred 'little ships', from lifeboats and passenger steamers to small private yachts and dinghies, set off across the English Channel to rescue almost half a million men trapped on the beaches of Dunkirk. Among them were three very different craft - a London fireboat from the docklands of the East End, manned by skipper Olly Mears and his crew; a small pleasure steamer from the River Dart in Devon, commanded by twenty-one-year-old Robby Endacott, an Able Seaman in the Royal Navy who grew up on the banks of the Dart; and a small motor yacht owned by Portsmouth solicitor Hubert Stainbank and crewed by his sons, Charles and Toby.

As each boat ferries exhausted men from the beaches to the waiting ships, under incessant fire from enemy aircraft and in a sea awash with debris and bodies, the men are unknowingly united by a powerful driving force - the urgent need to find one man, brother or son, who matters more to them than anyone else. Each of these missing men has a family, a wife or a sweetheart at home who is anxiously waiting for news...One sweetheart in particular is determined to play her own part in the rescue.",1,Orion,2010-08-19,464,,,"historical romance,romance,saga,war story"
Susan,,Hill,,Risk of Darkness,Simon Serrailler,3,"Children are vanishing.

The village of Lafferton is shattered.

There are no witnesses and no leads - just a kidnapper at large.

Then Detective Chief Inspector Simon Serrailler receives a call: a child has been snatched in Yorkshire. Has the abductor struck again? And will they find this child alive?",1,Random House,2011-06-27,496,,,"crime,mystery,police procedural,suspense,thriller"
Will,,Hill,,After the Fire,,,"Deep in the Texas desert, Moonbeam lives with her Brothers and Sisters. They're safe, protected by the Fence and Father John. Because Father John knows what's right and what's wrong. But then Nate arrives from Outside, stirring doubt...and suddenly Moonbeam's world is on fire. But what happens after? What happens when you lose everything you've ever known?

Powerful, gripping, and beautifully told, bestselling author Will Hill's After The Fire is a novel about love, hope, loss and, ultimately, courage.",1,,,,,,"mental health,mystery,religious fiction,teen,thriller,young adult"
Tami,,Hoag,,Dust to Dust,Kovac and Liska,2,"In DUST TO DUST Tami Hoag - bestselling author of A THIN DARK LINE - returns with the second gripping thriller in the Kovac and Liska series. Can the detective duo uncover the truth behind a suspicious death when someone at the top wants it to stay dead and buried?

The death of internal affairs investigator Andy Paxton is a potential political bomb for the Minneapolis Police Department. Paxton was investigating a possible cop connection in the brutal murder of another officer. The pressure is on from the top brass to close the case as soon as possible but Sam Kovac is not convinced the case is as straightforward as it appears.

As he digs deeper, it is looking very much like Paxton discovered something that got him killed. And he might not be the final victim...",1,"Orion Publishing Group, Limited",2010-12-30,432,,,"crime,mystery,police procedural,suspense,thriller"
Dianne,,Hofmeyr,,"Waterbearer, The",,,"A young boy makes a journey of survival and self-discovery across the awe-inspiring African landscape. Maji and his father are shipwrecked off a deserted coastline, and only Maji survives. Captured by two fierce emissaries, Bere and Ingwe, he is taken to the legendary Kingdom of Gold, ruled by the Great Mambo. On the journey Maji discovers that he has the gift of water-divining.

A crippling drought has struck the Kingdom, and Maji is commanded to find water, but there is none, and he fears for his life. He meets Mukonikoni, Ingwe's sister, also a captive and destined to become one of the Mambo's many wives. On a night of flame and fire, when Mukonikoni dances, the Mambo unexpectedly dies, and Mukonikoni is accused of witchcraft. There is only one punishment for witches - death by fire. Escape is the only chance for Maji, Mukonikoni and Ingwe. And in the process Maji learns his inner strength, and that while collectively we may be victims, in our individual lives we can choose to be survivors.",1,Hodder & Stoughton,2003-04-17,208,,,"adventure,cultural,historical fiction,teen,young adult"
Wendy,,Holden,,Bad Heir Day,,,"An uproariously funny novel of love and social climbing from bestselling author WENDY HOLDEN. For fans of Jilly Cooper.

Anna's boyfriend Seb is impossibly handsome, impossibly rich and generally just impossible. When eventually he dumps her, she vows to give up men and throw herself into her career. Which is how she ends up working for Cassandra. The social climber from hell, Cassandra has a huge house in Kensington, a philandering rock star husband and the spawn of Satan for a son. So when desperate-to-escape Anna meets dashing Jamie, charming heir to a castle in Scotland, she can't believe her luck. And she probably shouldn't...",1,Headline Publishing Group,2008-10-02,268,,,"chick lit,humour,romance"
Katherine,,Howe,,Lost Book of Salem,The Physick Book,1,"While clearing out her grandmother's cottage for sale, Connie Goodwin finds a parchment inscribed with the name Deliverance Dane. And so begins the hunt to uncover the woman behind the name, a hunt that takes her back to Salem in 1692 . . . and the infamous witchcraft trials.

But nothing is entirely as it seems and when Connie unearths the existence of Deliverance's spell book, the Physick Book, the situation takes on a menacing edge as interested parties reveal their desperation to find this precious artefact at any cost.

What secrets does the Physick Book contain? What magic is scrawled across its parchment pages? Connie must race to answer these questions - and reveal the truth about Salem's women - before an ancient family curse once more fulfils its dark and devastating prophecy . . .",1,Penguin UK,2009-06-25,480,,,"fantasy,historical fiction,mystery,paranormal"
Ruth,Prawer,Jhabvala,,"Householder, The",,,"This witty and perceptive novel is about Prem, a young teacher in New Delhi who has just become a householder and is finding his responsibilities perplexing.",1,"W.W.NORTON & COMPANY, FIFTH AVENUE, NEW YORK.",1977-01-01,192,,,"cultural,family drama,literary fiction"
Joan,,Jonker,,I'll Be Your Sweetheart,Mollie and Nellie,8,"While Molly and Nellie play detective, for Molly's youngest, there's also a party to plan and a boy to impress...

Joan Jonker brings us another instalment of her hugely popular Molly and Nellie series in I'll Be Your Sweetheart, as the two friends get up to more mischief in their beloved Liverpool. Perfect for fans of Katie Flynn and Anne Baker.

Not a day goes by without Molly Bennett and Nellie McDonough counting their blessings. But when an elderly neighbour, Flora Parker, is robbed of her most treasured possession, and left without a penny to her name, the two friends jump at the chance of setting their detecting skills in motion. Meanwhile, Molly's youngest daughter, Ruthie, and her best friend, Bella, are making plans for their joint sixteenth birthday party. Ruthie is determined to look glamorous, a real knock out, to catch the eye of a certain boy for whom she's got more than a soft spot.",1,Headline Publishing Group,2012-02-02,311,,,"family drama,historical fiction,saga"
Joan,,Jonker,,Sweet Rosie O'Grady,Mollie and Nellie,3,"The war creates new demands for Molly and Nellie's families, as well as a few surprises.

In Sweet Rosie O'Grady, Joan Jonker brings us another instalment of her hugely popular Molly and Nellie series, as the two friends get up to more mischief in their beloved Liverpool. Perfect for fans of Katie Flynn and Nadine Dorries.

Neighbours Molly Bennett and Nellie McDonough are thrilled to see their children settling down. Jill and Steve are making wedding plans and Doreen waits patiently at home for Phil's next leave. But the Second World War is separating loved ones forever and the future looks bleak... Then Rosie O'Grady arrives in Liverpool from Ireland and Molly and Nellie are in for a treat. With her sparkling blue eyes and youthful charm, sweet Rosie O'Grady is like a breath of fresh air. Her direct approach to life soon has everyone crying with laughter; and Molly's son, Tommy, who used to think girls were nothing but a nuisance, is in for a pleasant surprise...",1,Headline Publishing Group,2012-02-02,337,,,"family drama,historical fiction,saga"
Anna,,Kavan,,Sleep Has His House,,,"A classic later novel by Anna Kavan.   A largely autobiographical account of an unhappy childhood, this daring synthesis of memoir and surrealist experimentation chronicles the subject's gradual withdrawal from the daylight world of received reality. Brief flashes of daily experience from childhood, adolescence, and youth are described in what is defined as ""nighttime language""--a heightened, decorative prose that frees these events from their gloomy associations. The novel suggests we have all spoken this dialect in childhood and in our dreams, but these thoughts can only be sharpened or decoded by contemplation in the dark. Revealing that side of life which is never seen by the waking eye but which dreams and drugs can suddenly emphasize, this startling discovery illustrates how these nighttime illuminations reveal the narrator's joy for the living world.",1,Peter Owen Limited,2002-10-01,200,,,"bildungsroman,literary fiction,magical realism,postmodern literature"
Sue,Monk,Kidd,,"Secret Life of Bees, The",,,"When Lily’s fierce-hearted black “stand-in mother,” Rosaleen, insults three of the town’s most vicious racists, Lily decides they should both escape to Tiburon, South Carolina—a town that holds the secret to her mother’s past. There they are taken in by an eccentric trio of black beekeeping sisters who introduce Lily to a mesmerizing world of bees, honey, and the Black Madonna who presides over their household. This is a remarkable story about divine female power and the transforming power of love—a story that women will continue to share and pass on to their daughters for years to come.",1,Penguin,,336,,,"adapted to screen,bildungsroman,classics,cultural,historical fiction,literary fiction"
India,,Knight,,My Life on a Plate,,,"Meet thirty-three-year-old Clara Hutt: irreverent, sometimes unkind, always self-deprecating. Clara is a part-time magazine writer with a perpetually mysterious husband and two small boys, and some days she wakes up with the feeling that her life isn't all it should be. Her extended stepfamily is forever making demands; her sons are constantly ""murdering each other""; all the other mothers at the school gate are perfectly groomed, but Clara is in her pajama bottoms and her husband's sweater.

With razor-sharp wit and a healthy dose of insight into married life, India Knight takes readers on a continually entertaining ride through one woman's bumpy search for fulfillment.",1,Mariner Books,2001-08-23,224,,,"chick lit,humour"
Dorothy,,Koomson,,"Cupid Effect, The",,,"Ceri D'Altroy's hero-worship of Oprah Winfrey is beginning to have serious repercussions. Bored with London life and writing yet another 'black is the new black' fashion feature, she's decided to take Oprah's advice and follow her heart's desire. Going back to college might not be everyone's dream but all Ceri's has ever wanted to do is teach...

But though her professional life seems to be sorted, Ceri's personal life is still a no-go area. After six long, long, months without so much as a snog, she's given up hope of ever finding anyone who'll put up with her various idiosyncrasies. In fact just lately, her pent-up energies and frustrations seem to have been diverted into solving other people's romantic problems. Since arriving in Leeds she's reunited a happily uncoupled couple, encouraged her new flatmate to do something about his unrequited love and outed the closet relationship of two of her new colleagues. All this, in spite of her new life resolution to mind her own business. But is Ceri destined to always play Cupid? Or can she use some of her powers where they're needed most - to help herself? A delicious romantic comedy about love, life and good intentions...",1,"Little, Brown Book Group Limited",2008-09-04,352,,,"black authors,chick lit,romance"
Florence,,Ladd,,Sarah's Psalm,,,"This searing first novel is the story of Sarah Stewart, a young black Harvard graduate in the 1960s whose growing interest in Africa—and down a path of self-discovery, love, and the choice between loyalty and truth.

This is at once the story of the emerging civil rights movement and the beginning of Afro-centrism. Lyrical. Lyrical, moving, and ultimately uncompromising, Sarah's Psalm is also a powerful story of love and coming of age.",1,Simon and Schuster,1997-08-05,320,,,"bildungsroman,black authors,cultural"
Lizzie,,Lane,,Wartime Brides,,,"The war is over...

In Bristol, three very different women wait for their loved ones to return home.

But Edna’s fiancé returns badly crippled. And Charlotte’s husband comes back a very different creature to the kind, gentle man she remembers.

And as for Polly, her GI boyfriend doesn’t come back at all, leaving her with a bun in the oven and a scandal in the making...",1,Random House,2012-11-22,416,,,"family drama,saga,war story"
Maureen,,Lee,,"September Girls, The",,,"Two families - and their secrets . . . A superb Liverpool saga from bestselling author Maureen Lee

In Liverpool, on a stormy September night in 1920, two women from very different backgrounds give birth to daughters in the same house. Enemies at first, they later become friends when separate troubles unite them. But friendship between their daughters, Cara and Sybil, is a different matter.

Nineteen years later, at the beginning of the Second World War, Cara and Sybil find themselves thrown together when they enlist and are both stationed in Malta. It is a time of live-changing repercussions for them both while, back home in Liverpool, the bombs rain down on a defiant city.",1,Orion,2010-09-09,592,,,"family drama,saga,war story"
Alison,,Lurie,,Real People,,,"The mansion is called Illyria, but for the writers and artists who flock there each summer, it’s a Garden of Eden where every artistic curiosity is explored. Away from family, friends, and ordinary responsibilities, the creative spirit can flower, nurtured by the company of other artistic souls. Janet Belle Smith’s husband doesn’t understand why she can’t write at home—or really, for that matter, why she must write at all—but for Janet, the reason is clear: Only in Illyria can she be herself.
 
But as the writer mingles with her fellow artists—including a Marxist novelist, a Beat poet, and a wild-man sculptor—she begins to fear that the “real” her isn’t who she expected, and Illyria is not the peaceful kingdom it appears to be. This creative paradise is rotting from the inside out, and if Janet doesn’t move quickly, she’ll be trapped in the rubble when the walls come tumbling down.
 
From the National Book Award–shortlisted author of Foreign Affairs, this humorous story “goes down pleasantly, like a glass of lemonade” (The New York Times).",1,Open Road Media,2012-11-13,162,,,"humour,literary fiction,music and arts"
Val,,McDermid,,Star Struck,Kate Brannigan,6,"A gripping Kate Brannigan thriller, from No.1 Sunday Times bestseller Val McDermid.

‘Val McDermid remains unrivalled’ Observer

Manchester PI Kate Brannigan finds herself with no choice but to take the only case on offer: bodyguarding a paranoid soap star.

But the glitzy world of showbusiness has a darker side. And as Kate scratches the surface, she uncovers dramas, threats and bitter rivalries. And when a self-styled ‘Seer to the Stars’ is murdered, Kate is left with more questions than answers.",1,HarperCollins Publishers Limited,2009-05-22,368,,,"celebrity,crime,mystery,police procedural,suspense,thriller"
Jodi,,Mechen,,"Cure, The",,,"When Adam Goldman reveals a terrible secret about her uncle Will, Rose McKay's whole world falls apart. Hurt that she had been lied to by someone she loves, she spends the next ten years as far away from Will as possible, determined to forget everything. But one day Rose receives a phone call explaining that Will has been taken into hospital. Deciding to return, it's not long before she realises things have changed since her departure...

Adam's disappeared. His sister, Annie, is behaving oddly. There's the dog-like creature she almost runs over on her first night back. Not to mention a weird figure lurking in the forest surrounding Will's house, spying on her. Starting to lose sleep over the incidents, Rose is relieved to see a friendly face in Dan Kendal. But it's not long before Dan reveals another terrible secret; one that will scar her forever...",1,Austin Macauley Publishers Ltd.,2010-01-01,307,,,"mystery,suspense,thriller"
Kate,,Morton,,"Forgotten Garden, The",,,"From the #1 internationally bestselling author of The House at Riverton, a novel that takes the reader on an unforgettable journey through generations and across continents as two women try to uncover their family’s secret past.

A tiny girl is abandoned on a ship headed for Australia in 1913. She arrives completely alone with nothing but a small suitcase containing a few clothes and a single book—a beautiful volume of fairy tales. She is taken in by the dockmaster and his wife and raised as their own. On her twenty-fi rst birthday, they tell her the truth, and with her sense of self shattered and very little to go on, ""Nell"" sets out to trace her real identity. Her quest leads her to Blackhurst Manor on the Cornish coast and the secrets of the doomed Mountrachet family. But it is not until her granddaughter, Cassandra, takes up the search after Nell’s death that all the pieces of the puzzle are assembled. A spellbinding tale of mystery and self-discovery, The Forgotten Garden will take hold of your imagination and never let go.",1,Washington Square Press,2010-02-16,560,,,"cultural,historical fiction,mystery,romance"
