first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Jonathan,,Stroud,,Ptolemy's Gate,Bartimaeus,3,"Three years on from the events in The Golem's Eye, the magicians' rule in London is teetering on a knife-edge, with general unrest. Meanwhile, living under a false identity, Kitty has been researching djinn; she has come to believe that the only way to destroy the magicians is with an alliance of some kind between djinn and ordinary people.",1,Corgi Childrens,2006-10-05,528,0552550280,9780552550284,"adventure,fantasy,young adult"
Jonathan,,Stroud,,"Last Siege, The",,,"When Emily, Simon and Marcus discover the deserted castle, it seems like an escape from the midwinter snows and their individual loneliness. But their occupation of the ruin quickly takes on a momentum of its own, and soon threatens their friendship, their freedom and their lives.",1,Corgi Childrens,2004-02-05,272,0552551465,9780552551465,"adventure,fantasy,young adult"
Dodie,,Smith,,I Capture The Castle,,,"This is the diary of Cassandra Mortmain, which tells of her extraordinary family and their crumbling castle home. Cassandra's father was once a famous writer, but now he mainly reads detective novels while his family slide into genteel poverty. Her sister Rose is bored and beautiful, and desperate to marry riches. Their step-mother Topaz has habit of striding through the countryside wearing only her wellington boots. But all their lives will be soon be transformed by the arrival of new neighbours from America, and Cassandra finds herself falling in love...",1,Red Fox,2003-04-24,416,0099439743,9780099439745,"adapted to screen,bildungsroman,classics,epistolary,historical fiction,romance,young adult"
Anita,,Shreve,,Light On Snow,,,"I watched my father run forward in his snowshoes the way one sometimes does in dreams, unable to make the legs move fast enough. I ran to the place where he knelt. I looked down into the sleeping bag. A tiny face gazed up at me, the eyes wide despite their many folds. The baby was wrapped in a bloody towel, and its lips were blue.'
The events of a December afternoon on which a father and his daughter find an abandoned infant in the snow will forever alter eleven-year-old Nicky Dillon's understanding of the world which she is about to enter and the adults who inhabit it: a father who has taken great pains to remove himself from society in order to put behind him an unthinkable tragedy; a young woman who must live with the consequences of the terrible choices she has made; and a detective whose cleverness is superseded only by his sense of justice. Written from the point of view of thirty-year-old Nicky as she recalls the vivid images of that fateful December, hers is a tale of love and courage, of tragedy and redemption, and of the ways in which the human heart always seeks to heal itself.",1,Abacus,2005-03-04,288,0349118566,9780349118567,"bildungsroman,contemporary,young adult"
David,,Clement-Davies,,"Sight, The",,,"In the shadow of the Carpathian mountains, a pack of wolves seeks shelter from the vicious winter. A legend clings to them - a story of man and wolf, of power and death. The Sight has come into their world. They will never be the same again....",1,Macmillan Children's Books,,,0330483854,9780330483858,"animals,fantasy,young adult"
Harlan,,Coben,,Shelter,Mickey Bolitar,1,"When tragic events tear him away from his parents, 15-year-old Mickey Bolitar is sent to live with his estranged uncle, Myron. For a while, it seems his train wreck of a life is finally improving - until his girlfriend, Ashley, goes missing without a trace.

Unwilling to let another person he cares about walk out of his life, Mickey follows Ashley's trail into a seedy underworld, revealing a conspiracy so shocking it will leave him questioning everything about the life he thought he knew.",1,Orion,2012-06-21,336,1409135365,9781409135364,"crime,mystery,suspense,thriller,young adult"
Kira,,Coplin,Julianne Kaye,Pop Tart,,,"She was America's sweetheart. Until the love affair ended with a bang... Young make-up artist Jackie Reilly has always dreamed of making it big in TinselTown, concealing the flaws of the rich and famous. Stuck in a rut with a crazy boss, she thinks her big break will never come - until she meets a girl who guarantees her life will never be the same again... 16-year-old Brooke Parker is bubbly, vivacious, charming - and about to become the world's most famous teenager. A pop singer on the verge of superstardom, Brooke instantly takes a shine to Jackie and draws her into a world of white-stretch limos, screaming fans and invitations to VIP events. But as Jackie quickly finds out, fame has its dark side. Forced to juggle the various egos of Brooke's entourage - from bitchy stylists to over-eager publicists and a manager that serves his own interests before all else - all preserving the golden girl image of brand Brooke. Caught in the tight grip of the P.R machine, Brooke starts to rebel, taking Jackie along for the ride. At first her bad girl antics are a blast, earning her even more column inches, but when her heavy partying brings Brooke's demons to the surface she begins to fall apart and soon, she is taking Jackie down with her. When Jackie is forced to learn the rules of showbusiness the hard way, her friendship with Brooke is put to the ultimate test - will she be yet another casualty of Brooke's increasing quest for fame? Or can she save herself - and Brooke?",1,HarperCollins Publishers Limited,2009-05-28,400,1847561209,9781847561206,"celebrity,young adult"
Amy,Kathleen,Ryan,,Glow,Sky Chasers,1,"16 years ago, Waverly and Kieran were the first children born in space. Now a perfect couple, they are the pride and joy of the whole spaceship. They represent the future, as the ship sets out to find a New Earth.",1,Macmillan Children's Books,2011-10-07,400,0330535587,9780330535588,"adventure,dystopian,fantasy,romance,sci-fi,young adult"
Willy,,Russell,,"Wrong Boy, The",,,"It's 1991. Raymond Marks is a normal boy, from a normal family, in a normal northern town. Only lately, he's been feeling dead down. His dad left home after falling in love with a five-string banjo. His fun-hating grandma believes she should have married Jean-Paul Sartre: 'I could never read his books, but you could tell from his picture, there was nothing frivolous about John-Paul Sartre.' Felonious Uncle Jason and Appalling Aunty Paula are lusting after the satellite dish.

And so he turns to the one person who'll understand what he's going through: Morrissey. Told through a series of heartfelt letters to the frontman of The Smiths, this is a laugh-out-loud funny, incredibly poignant tale from a character you can't help but love.",1,Black Swan,2001-07-01,512,0552996459,9780552996457,"bildungsroman,epistolary,humour,young adult"
Kathy,,Reichs,,Viral,Virals,1,"Tory Brennan is as fascinated by bones and dead bodies as her famous aunt, acclaimed forensic anthropologist, Tempe Brennan. However living on a secluded island off Charleston in South Carolina there is not much opportunity to put her knowledge to the test. Until she and her group of technophile friends stumble across a shallow grave containing the remains of a girl who has been missing for over thirty years.

With the cold-case murder suddenly hot, Tory realises that they are involved in something fatally dangerous. And when they rescue a sick dog from a laboratory on the same island, it becomes evident that somehow the two events are linked.

On the run from forces they don't understand, they have only each other to fall back on. Until they succumb to a mysterious infection that heightens their senses and hones their instincts to impossible levels. Their illness seems to have changed their very biology - and suddenly it's clear that the island is home to something well beyond their comprehension. It's a secret that has driven men to kill once. And will drive them to kill again...",1,Cornerstone,2011-10-27,,0099544571,9780099544579,"adventure,mystery,paranormal,sci-fi,young adult"
Sarah,,Dessen,,"Truth About Forever, The",,,"On the outside, Macy Queen is cool and calm. On the inside, she's breaking.

Silently struggling with her dad's death, and spending the summer apart from her oh-so-perfect boyfriend, Macy is smiling her way through - she's 'fine'. It's only when she meets a group of new friends - and artistic, sexy Wes catches her eye - that she realizes she can wear her heart on her sleeve sometimes. Because life doesn't stop when someone disappears - and even though she's lost so much, can Macy see what she has to gain?",1,Penguin UK,2008-05-01,400,0141322926,9780141322926,"chick lit,romance,young adult"
Jennifer,,Donnelly,,"Gathering Light, A",,,"When Mattie Gokey is given a bundle of letters to burn she fully intends to execute the wishes of the giver, Grace Brown. When Grace Brown is found drowned the next day in Big Moose Lake, Mattie finds that it is not as easy to burn those letters as she had thought. And, as she reads, a riveting story emerges - not only Grace Brown's story but also Mattie's hopes and ambitions for the future and her relationships with her friends and family.

Published to widespread acclaim this wonderful novel, part murder mystery and part coming-of-age story, is an astounding and accomplished piece of literature.",1,Bloomsbury Publishing PLC,2004-05-03,400,0747570639,9780747570639,"bildungsroman,historical fiction,mystery,young adult"
Patricia,,Elliott,,Pale Assassin,Pimpernelles,1,"Eugenie de Boncoeur is growing up in Paris, unaware that her guardian has contracted her to marry the sinister spymaster known as 'le Fantome' when she turns sixteen. She finds herself falling for the handsome lawyer, Guy Deschamps, but there is little time for romance; France is descending into chaos as the Revolution takes hold. Soon Eugenie is fleeing for her life. Her brother Armand has become involved in a plot to save the King from the guillotine, the mob is searching for aristocrats, and le Fantome, the pale assassin, is on their trail - desperate for revenge.",1,Hodder Children's Books,2009-07-02,432,0340956763,9780340956762,"adventure,mystery,romance,young adult"
Kathryn,,Erskine,,Seeing Red,,,"Life will never be the same for Red Porter. He's a kid growing up around black car grease, white fence paint, and the backward attitudes of the folks who live in his hometown: Stony Gap, Virginia. And when Red's daddy dies, he's left with his younger brother, his mama, and some hard decisions. With their money dwindling, Red does everything he can to keep the family business - a gas station, repair shop and convenience store - afloat. But when he uncovers some of the racial injustices that have been happening in Stony Gap since before he was born, Red is faced with unsettling questions about the legacy behind his family's shop, and everything he's fighting for... And through his friendships with some unlikely characters, Red starts to see there's a whole lot more than car motors and rusty fenders that need fixing in his world.",1,"Usborne Publishing, Limited",2014-02-01,432,1409570509,9781409570509,"bildungsroman,family drama,young adult"
Catherine,,Fisher,,Oracle,The Oracle Prophecies,1,"In the distant land of deserts and islands, the servants of the god rule the land, his wishes conveyed through the Oracle and interpreted by the High Priestess. Mirany is the new Bearer, afraid of her perilous duties for the god in the rituals of the Oracle, and fearful of her secret questioning ... Does the god truly exist?

The priestess is corrupt and in secret partnership with the General, ruler, since the God-on-Earth, the Archon, has no real power - chosen as a child, his face always masked, never seen by outsiders. Should any national tragedy occur, he is also the sacrifice. When the old Archon dies, his spirit migrates into a child, and there are several candidates for succession. But Mirany begins to experience the real visions of the god, discovers which child is the rightful heir, and that the General and High Priestess intend to choose another child and seize power. With only a tomb-robbing scribe and a mad musician for allies, Mirany begins her quest - knowing that, if she is betrayed, her fate will be to be walled up alive in the Archon's tomb ...",1,Hodder Children's Books,2003-01-16,368,0340843764,9780340843765,"fantasy,young adult"
Gayle,,Forman,,If I Stay,If I Stay,1,"Life can change in an instant. A cold February morning ...a snowy road ...and suddenly all of Mia's choices are gone. Except one. As alone as she'll ever be, Mia must make the most difficult choice of all.",1,Black Swan,2010-05-13,272,0552775452,9780552775458,"music and arts,romance,young adult"
Jamila,,Gavin,,Coram Boy,,,"Eighteenth-century England is the setting for Jamilla Gavin's sweeping saga of growing-up, struggle, tradition and corruption. From an acorn of an idea about a real-life good Samaritan of yesteryear, the author has crafted a satisfying, if occasionally painful, novel that spans the lives of several fortunate and unfortunate young people of the day.The author has researched her backdrop very well, and the atmospheric sights and sounds of the time are both vivid and captivating. Readers will smell the dirty streets and close-living of urban London, revel in the summer splendour of the finest country houses and then flinch when the harshness of life for the poorest souls is revealed in uncomfortable detail.For in the late 1700s your circumstance of birth meant everything. Toby and Aaron may both find themselves living at Captain Thomas Coram's Hospital for parentless children, but their histories are as far apart as they could possibly be. Toby has been rescued from a life of slave labour in a faraway country; Aaron is the illegitimate son of the heir to a large country estate. They are watched over by Mish--a simple soul who has been with them since their arrival. His devotion to them is absolute, but his motives are not altogether straightforward. Could this curious man really be Meshak, the son of a wicked child-killer who was hanged at the gallows for his crimes?Coram Boy is a glorious web of changing fortunes and subtle intrigues. There is tragedy and corruption, hope and evil. Sometimes brutal and sometimes unceasingly bleak, the genre of historical fiction has rarely been this good. It's undoubtedly the kind of book that wins awards. (Age 12 and over) --John McLay",1,Mammoth,2000-09-01,323,0749732687,9780749732684,"historical fiction,young adult"
Jostein,,Gaarder,,Sophie's World,,,"When 14-year-old Sophie encounters a mysterious mentor who introduces her to philosophy, mysteries deepen in her own life. Why does she keep getting postcards addressed to another girl? Who is the other girl? And who, for that matter, is Sophie herself? To solve the riddle, she uses her new knowledge of philosophy, but the truth is far stranger than she could have imagined.",1,Orion Children's Books,,448,1857992911,9781857992915,"classics,philosophy,young adult"
Matthew,,Green,,Memoirs of an Imaginary Friend,,,"Budo is lucky as imaginary friends go. He's been alive for more than five years, which is positively ancient in the world of imaginary friends. But Budo feels his age, and thinks constantly of the day when eight-year-old Max Delaney will stop believing in him. When that happens, Budo will disappear.

Max is different from other children. Some people say that he has Asperger's Syndrome, but most just say he's ""on the spectrum."" None of this matters to Budo, who loves Max and is charged with protecting him from the class bully, from awkward situations in the cafeteria, and even in the bathroom stalls. But he can't protect Max from Mrs. Patterson, the woman who works with Max in the Learning Center and who believes that she alone is qualified to care for this young boy.

When Mrs. Patterson does the unthinkable and kidnaps Max, it is up to Budo and a team of imaginary friends to save him—and Budo must ultimately decide which is more important: Max's happiness or Budo's very existence.",1,Sphere,2012-03-01,458,0751547875,9780751547870,"fantasy,magical realism,young adult"
John,,Grisham,,Theodore Boone,Theodore Boone,1,All our books are used but in good condition. All books checked carefully for damage before listing.EXCELLENT value for money and ready for dispatch using Amazons fufillment service.We believe you will be completely satisfied with our quick and reliable service. All orders are dispatched as swiftly as possible,1,Hodder Paperbacks,2011-03-03,272,1444714503,9781444714500,"legal story,mystery,thriller,young adult"
Todd,,Hasak-Lowy,,Me Being Me is Exactly as Insane as You Being You,,,"Darren hasn't had an easy year. His parents divorced, his brother left for college, and his best friend moved state. Also, he still doesn't have a girlfriend.

Then his dad shows up at 6am with a glazed chocolate donut and a pretty world-shaking revelation. In full freak-out mode, Darren ditches school and jumps on a bus to visit his brother, Nate, at college. But someone weird / amazing comes along for the ride.

Told entirely in lists, this hilarious novel perfectly captures why having anything to do with anyone is:

1. painful

2. unavoidable

3. ridiculously complicated

4. possibly, hopefully, the right thing after all.",1,Simon & Schuster Childrens Books,2015-04-23,656,1471124592,9781471124594,"bildungsroman,lgbt,young adult"
Julie,,Hearn,,"Merrybegot, The",,,"Nell lives with her grandmother, the local cunning woman and healer, in a seventeenth century West Country village. When one of the minister's daughter falls pregnant she and her sister attempt to conceal it by accusing Nell of putting a curse on them. Nell is alone, trapped and in mortaldanger. Who can she trust? Who will save her?",1,Oxford Schools,2006-06-01,284,0198326297,9780198326298,"fantasy,historical fiction,paranormal,young adult"
Lian,,Hearn,,Grass for his Pillow,Tales of the Otori,2,"In the ancient Oriental lands of the Otori, amidst a time of violent war, famine and treacherous alliances, the fate of the young lovers Otori Takeo and Shirakawa Kaede hangs in the balance . . .

Takeo, heir to the great Otori clan, has pledged his life to the secret Tribe. His supernatural skills of virtual invisibility and acute hearing make him their most deadly assassin. But he must deny the solemn oath of vengeance he made, his adopted birthright of wealth, land and power - and his love for Kaede. If he does not devote himself entirely to the brutal ways of the Tribe, they will kill him. Whichever path he chooses, it will lead to hardship and sacrifice in the bitter winter of the high mountains, and test him to the limits of his being.

Kaede, heiress to vast lands, is now the valuable pawn of ruthless warlords. She must use her intelligence, beauty and cunning to assert her place in a world of all-powerful men - who must never suspect the dangerous secret she hides.",1,Picador,2004-04-02,336,0330412736,9780330412735,"cultural,fantasy,young adult"
Kevin,,Crossley-Holland,,At the Crossing Places,Arthur Trilogy,2,"Medieval life meets Arthurian magic in a novel that transcends boundaries of time and age, appealing to children of 9+ and older readers alike. This second book in the trilogy from the winner of the Guardian Children's Fiction Prize and the Smarties Prize bronze award is a timeless novel, stunningly reissued for a new generation.

Arthur de Caldicot arrives at Holt to be squire to Lord Stephen and accompany him on crusade. It is an exciting and bewildering time for him as he finds a warhorse, is fitted with armour and improves his fighting skills. And meanwhile these events are reflected in his seeing stone, in stories of King Arthur and the Knights of the Round Table.

Packed with incident, wonderful characters, and fascinating historical detail, and interwoven with brilliant retellings of Arthurian legends, this is a glorious follow-up to THE SEEING STONE.",1,Orion Children's Books,,,1842552007,9781842552001,"fantasy,young adult"
Catherine,Ryan,Hyde,,Love In The Present Tense,,,"Growing up as a child surrounded by violence, Pearl was determined not to let the same fate befall her own son Leonard. But when a man from her past returns, she knows that she must part with Leonard so that he does not follow her down that same dark path.",1,Black Swan,2007-01-14,304,0552773646,9780552773645,"contemporary,family drama,young adult"
Marie-Louise,,Jensen,,"Girl in the Mask, The",,,"Set in Georgian England, fifteen-year-old Sophia is trapped by the limitations of living in a man's world. Forced by her father to give up everything she loves, Sophia is ordered to make a new life in Bath. By day, she is trapped in the social whirl of balls and masquerades. By night, she secretly swaps her ball gowns for breeches, and turns to highway robbery to get her revenge . . . When one man begins to take a keen interest in her, Sophia must keep her distance, or risk unmasking her secret life.",1,OUP Oxford,2012-03-01,320,0192792792,9780192792792,"historical fiction,romance,young adult"
Lloyd,,Jones,,Mister Pip,,,"Mister Pip is a love story, a story about the meaning of names and the power of words. It is about growing up, survival and the search for clues to make sense of life. Thirteen year old Matilda lives with her mother on the Pacific island of Bougainville, which suddenly becomes a violent place: Rebels want the copper mine, which is poisoning their island, to close. They are trying to drive the redskin army, enemies from neighbouring Papua New Guinea, into the sea. The abandoned schoolhouse is overgrown with jungle. In this troubled world, Mr Watts decides he will open the school once more, and read 'Great Expectations' by Charles Dickens aloud to his students, a chapter a day. Stories flourish on the island. While the lives of Pip and Magwitch and other characters from 'Great Expectations' are transformed in their new tropical setting, the locals come to the schoolhouse to tell their own tales, about the meaning of the colour blue, about broken dreams, black birds, devil women and a dozen other subjects. In Matilda's eyes, Pip is as real as any living person. He has become her friend. She writes his name in the sand and decorates it with shells. That's where the redskin soldiers see it, and decide they must track this stranger down. Who is this Mr Pip? The search to find him will have devastating consequences for Matilda, Mr Watts and the entire village. Matilda may never stop looking for him.",1,John Murray,2008-01-10,240,071956994X,9780719569944,"historical fiction,war story,young adult"
David,,Logan,John Hay,Lost Christmas,,,"Goose is lost. It's Christmas, his parents are dead and now his dog Mutt has gone missing. Those around him aren't doing much better: his uncle Frank's wife has walked out, and his nan is losing her mind. But then Anthony appears - a man who seems to know everything about those he meets, but nothing at all about himself. Who is he, how does he know so much, and can he help Goose and the others recover what they've lost? So begins a dramatic adventure through love, loss and the quest for home.",1,Quercus Children's Books,2012-11-08,288,1780878362,9781780878362,"adapted to screen,christmas,family drama,fantasy,young adult"
Andrew,,Matthews,,"Shadow Garden, The",,,"Inspired by the classic ghost stories of M.R.James, The Shadow Garden is a chilling and compelling tale by critically acclaimed author, Andrew Matthews. Synopsis Matty Brand can see the spirits of the dead, and when she moves to Tagram House with her mother, her psychic powers reveal that two murdered children haunt the house. Matty soon becomes involved in untangling the mystery of their deaths, which she knows she must do in order to prevent another murder from being committed.",1,Usborne Publishing Ltd,2005-10-28,160,0746067941,9780746067949,"horror,paranormal,young adult"
Patricia,,McCord,,Pictures in the Dark,,,"In an old house in Spokane, the Nevilles seem like a normal 1950s family.

But something is wrong in this family. Sisters Carlie and Sarah don't know if they'll get dinner, or be able to take a bath, or talk on the phone. If either of them makes a noise in their little attic bedroom, and their mother comes upstairs, they never know what might happen. They must always be careful, always quiet, almost invisible. And they are not sure if their hard-working dad even knows what's going on.

But at night, in the dark, the sisters fold pieces of paper in quarters, take out their pencils, and start drawing their dreams of growing up.

How long can two girls-becoming-women keep their changing lives a secret from their parents?",1,Bloomsbury Publishing Plc,2005-08-01,288,0747575525,9780747575528,"historical fiction,young adult"
Alice,,McDermott,,Child of My Heart,,,"On the cusp of fifteen, pretty Theresa is the town's most sought-after babysitter; cheerful, beloved, adored by children and animals, but also a solitary soul with an already complex understanding of human nature. She is Titania among her fairies, the one person to call on for help with a child in extreme distress. Theresa does not doubt her power over the fathers of her adoring charges either, whose potential lechery Theresa toys with like a kitten with yarn. Yet during this unforgettable summer, it is her cousin Daisy, a frail little creature with glittery shoes and worrying bruises that don't heal, in whom Theresa invests her greatest love. Infused with suppressed passion, disappointment, and enduring hope, Alice McDermott's wonderful new novel reveals a world seen afresh through the eyes of an utterly seductive girl.",1,Bloomsbury Publishing PLC,2004-05-03,256,0747568227,9780747568223,"bildungsroman,young adult"
Cliff,,McNish,,Breathe,,,"Jack is used to danger. His asthma has nearly killed him more than once. But his new home has a danger he's never known before - the spirits of the dead. They can't breathe, but in Jack's house they CHASE, HIDE and SCREAM. Only Jack can see them. Only he can hear them. And only he can learn their secrets in time to save himself. But first he must confront the terrifying Ghost Mother... 'Breathe' is the multiple-award winning ghost story which was voted one of the top 100 novels of all time by British school librarians in April 2013.",1,,,232,1842555596,9781842555590,"horror,paranormal,young adult"
J.,,Minter,,"Insiders, The",,,"Set in New York, Insiders allows us to be just that as we catch of glimpse of the high life. Extravagant parties, messy relationships and shameless ambition are just some of the excesses of the bling boys from Tribeca. But when Jonathan's cute cousin from St Louis arrives on the scene, they have a challenge on their hands. She's definitely not as innocent as first impressions suggest, in fact, she's full of surprises, and the guys are so easily distracted by the promise of drinks, a party, or just a little excitement that they don't even notice when one of their gang disappears altogether. And when Patch doesn't pick up his cell, it must be serious. This is very cool, completely salacious and totally compelling writing from an exciting new talent. Insiders is Sex in the City but with four guys instead, and gives girls an enticing glimpse of the boys point of view.",1,Bloomsbury Publishing Plc,2004-04-05,288,0747571147,9780747571148,young adult
Pat,,Moon,,"Ghost of Sadie Kimber, The",,,A story about an innocent child possessed by a vengeful ghost seeking re-entry into the living world.,1,Hachette Children's Group,1998-04-16,224,1860396380,9781860396380,"horror,paranormal,young adult"
Courttia,,Newland,,"Scholar, The",,,"When his dad dies under police arrest after a pub brawl, Cory goes to live with his cousin, Sean. By their late teens the cousins, though close, have chosen different paths. Sean is trying to improve his life through education, whereas Cory has already become involved in petty crime - burglary and dealing E. However, everything changes when Cory stabs a man called Roger after a rave, putting him in hospital. This has grave repercussions for Cory - Roger was supposed to be taking part in an armed robbery with Levi, a notorious crack dealer. Levi now expects Cory to take his place. But Cory breaks his leg during a football match and Sean, unable to find a replacement for his cousin, and desperate to help him, agrees to join in on the robbery himself. However, having entered a world of (apparently) easy money and hard drugs, Sean finds it increasingly hard to return to his previous life as The Scholar......",1,"Little, Brown Book Group Limited",2001-05-01,352,0349108765,9780349108766,"black authors,urban fiction,young adult"
William,,Nicholson,,Wind Singer,Wind on Fire,1,"After Kestrel Hath rebels against the stifling rules of Aramanth society and is forced to flee, she, her twin brother, and a tagalong classmate follow an ancient map in quest of the legendary silver voice of the wind singer.",1,Mammoth,2001-05-01,352,0749744715,9780749744717,"adventure,dystopian,fantasy,sci-fi,young adult"
Deborah,,Noyes,,"Ghosts of Kerfol, The",,,"In her ghost story 'Kerfol', Edith Wharton tells of Anne de Barrigan, a young woman convicted of murdering her jealous husband. In these remarkable intertwining stories, Deborah Noyes returns to the manor to tell de Barrigan's story through the sympathetic eyes of her servant girl.",1,"Walker Books, Limited",2010-10-01,176,1406326089,9781406326086,"horror,paranormal,short stories,young adult"
