first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Paula,,Hawkins,,"Girl on the Train, The",,,"Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She's even started to feel like she knows the people who live in one of the houses. 'Jess and Jason', she calls them. Their life - as she sees it - is perfect. If only Rachel could be that happy.

And then she sees something shocking. It's only a minute until the train moves on, but it's enough.

Now everything's changed. Now Rachel has a chance to become a part of the lives she's only watched from afar.

Now they'll see; she's much more than just the girl on the train...",1,Black Swan,2016-09-08,416,1784161756,9781784161750,"adapted to screen,crime,mystery,psychological fiction,suspense,thriller"
Peter,,Ackroyd,,Clerkenwell Tales,,,"From a master historian -- a brilliantly original historical novel set in late-14th century London.
""I am sister to the day and night. I am sister to the woods."" Sister Clarisse, a nun in the House of St. Mary at Clerkenwell, experiences visions. She dreams of the English King. Are her prophesies the babblings of the crazed? Or can she ""see"" a future in which Henry Bolingbroke overthrows Richard II?
This clever and colourful novel begins with ""The Nun's Tale, and continues with ""The Friar's Tale, ""The Merchant's Tale and ""The Clerk's Tale. Thus, story by story, Peter Ackroyd builds his portrait of medieval London. The people are disenchanted with the Church, with its wealth and corruption, its Pope in Rome and its Pope in Avignon. But heresy is dangerous -- almost as dangerous as rebellion. This is a novel about spies and counterspies, radicals and idealists, murderers and arsonists, sects and secret societies. It is a tale richly atmospheric and satisfying in its historical detail.",1,Vintage,2004-04-01,224,0749386304,9780749386306,"historical fiction,suspense"
Cecelia,,Ahern,,"PS, I Love You",,,"Some people wait their whole lives to find their soul mates. But not Holly and Gerry.

Childhood sweethearts, they could finish each other's sentences and even when they fought, they laughed. No one could imagine Holly and Gerry without each other.

Until the unthinkable happens. Gerry's death devastates Holly. But as her 30th birthday looms, Gerry comes back to her. He's left her a bundle of notes, one for each of the months after his death, gently guiding Holly into her new life without him, each note signed 'PS, I Love You'.

As the notes are gradually opened, and as the year unfolds, Holly is both cheered up and challenged. The man who knows her better than anyone sets out to teach her that life goes on. With some help from her friends, and her noisy and loving family, Holly finds herself laughing, crying, singing, dancing - and being braver than ever before.

Life is for living, she realises - but it always helps if there's an angel watching over you.",1,Harper,2007-11-05,503,97800072630,9780007263080,"adapted to screen,chick lit,contemporary,romance"
Cecelia,,Ahern,,Thanks for the Memories,,,"A compelling and perceptive tale of intimacy, memory and relationships from the No.1 bestselling author. How can you know someone you've never met? Joyce Conway remembers things she shouldn't. She knows about tiny cobbled streets in Paris, which she has never visited. And every night she dreams about an unknown little girl with blonde hair. Justin Hitchcock is divorced, lonely and restless. He arrives in Dublin to give a lecture on art and meets an attractive doctor, who persuades him to donate blood. It's the first thing to come straight from his heart in a long time. When Joyce leaves hospital after a terrible accident, with her life and her marriage in pieces, she moves back in with her elderly father. All the while, a strong sense of déjà vu is overwhelming her and she can't figure out why ...",1,Harper,2012-03-01,512,0007233698,9780007233694,"chick lit,fantasy,romance"
Boris,,Akunin,,Winter Queen,Erast Fandorin Mysteries,1,"Moscow 1876.

A young law student commits suicide in broad daylight in Moscow's Alexander Gardens. But this is no ordinary death, for the young man was the son of an influential industrialist and has left a considerable fortune.

Erast Fandorin, a hotheaded new recruit to the Criminal Investigation Department, is assigned to the case.

Brilliant, young, and sophisticated, Fandorin embarks on an investigation that will take him from the palatial mansions of Moscow to the seedy backstreets of London in his hunt for the conspirators behind this mysterious death.",1,Phoenix,2010-03-18,256,0753817594,9780753817599,"crime,cultural,historical mystery,mystery"
Boris,,Akunin,,Death of Achilles,Erast Fandorin Mysteries,4,"Erast Fandorin returns to Moscow after an absence of six years, only to find himself instantly embroiled in court politics and scandal. His old friend General Sobolev - the famous 'Russian Achilles' - has been found dead in a hotel room, and Fandorin suspects foul play.

Using his now-famous powers of detection - powers that belie his twenty-six years - Fandorin embarks on an investigation, during which the political and the personal may become dangerously blurred. With the assistance of some formidable martial arts skills, acquired whilst Fandorin was in Japan, our eccentric and ingenious hero must endeavour to discover not so much whodunit, as why...",1,W&N,2006-08-03,368,0753820978,9780753820971,"crime,cultural,historical mystery,mystery"
Boris,,Akunin,,Turkish Gambit,Erast Fandorin Mysteries,2,"The Russo-Turkish war is at a critical juncture, and Erast Fandorin, broken-hearted and disillusioned, has gone to the front in an attempt to forget his sorrows. But Fandorin's efforts to steer clear of trouble are thwarted when he comes to the aid of Varvara Suvorova -a 'progressive' Russian woman trying to make her way to the Russian headquarters to join her fiance. Within days, Varvara's fiance has been accused of treason, a Turkish victory looms on the horizon, and there are rumours of a Turkish spy hiding within their own camp. Our reluctant gentleman sleuth will need to resurrect all of his dormant powers of detection if he is to unmask the ""traitor, help the Russians to victory and smooth the path of young love.",1,W&N,2005-10-05,272,0753819996,9780753819999,"crime,cultural,historical mystery"
Mitch,,Albom,,For One More Day,,,"This is the story of Charley, a child of divorce who is always forced to choose between his mother and his father. He grows into a man and starts a family of his own. But one fateful weekend, he leaves his mother to secretly be with his father--and she dies while he is gone. This haunts him for years. It unravels his own young family. It leads him to depression and drunkenness. One night, he decides to take his life. But somewhere between this world and the next, he encounters his mother again, in their hometown, and gets to spend one last day with her--the day he missed and always wished he'd had. He asks the questions many of us yearn to ask, the questions we never ask while our parents are alive. By the end of this magical day, Charley discovers how little he really knew about his mother, the secret of how her love saved their family, and how deeply he wants the second chance to save his own.",1,Sphere,2007-09-06,208,0751537500,9780751537505,"contemporary,family drama,psychological fiction"
Isabel,,Allende,,Paula,,,"When Isabel Allende's daughter, Paula, became gravely ill and fell into a coma, the author began to write the story of her family for her unconscious child. In the telling, bizarre ancestors appear before our eyes; we hear both delightful and bitter childhood memories, amazing anecdotes of youthful years, and the most intimate secrets passed along in whispers. With Paula, Allende has written a powerful autobiography whose straightforward acceptance of the magical and spiritual worlds will remind readers of her first book, The House of the Spirits.",1,Flamingo,1996-04-22,384,0006548563,9780006548560,"cultural,magical realism,memoir"
Monica,,Ali,,Alentejo Blue,,,"""Alentejo Blue"" is the story of a village community in Portugal, told through the lives of men and women whose families have lived there for generations and some who are passing through. For Teresa, a beautiful girl not yet twenty, Mamarrosa is a place from which to escape. For the dysfunctional Potts family, it is a way of running from trouble (though not eluding it). Vasco, a cafe owner who has never recovered from the death of his American wife, clings to a notion that his years away from the village, in the States, make him superior. One English tourist fantasizes about making a new life in Mamarrosa; for her compatriots, a young engaged couple, Mamarrosa is where their dreams fall apart. At the opening of ""Alentejo Blue,"" an old man reflects on his long and troubled life in this seemingly tranquil place, and anticipates the homecoming of Marco Afonso Rodrigues, the prodigal son of the village and a symbol of the now fast-changing world. When Marco does finally return, villagers, tourists, and expatriates are brought together, and their jealousies and disappointments inevitably collide.",1,Black Swan,2007-05-01,304,0552771163,9780552771160,domestic fiction
Belinda,,Alexandra,,Tuscan Rose,,,"A mysterious stranger known as 'The Wolf' leaves an infant with the sisters of Santo Spirito. A tiny silver key hidden in her wrappings is the one clue to the child's identity. When Rosa turns fifteen, she must leave the nuns who have raised her and become governess to the daughter of an aristocrat and his strange, frightening wife. Their house is elegant but cursed, and Rosa - blessed with gifts beyond her considerable musical talents -- is torn between her desire to know the truth and her fear of its repercussions. Meanwhile, the hand of Fascism curls around beautiful Italy, threatening her citizens. In the face of unimaginable hardship, will Rosa's intelligence, intuition and her extraordinary capacity for love be enough to ensure her survival? A compelling and beautiful tale about sacrifice and reward, of beauty and horror, and of redemption.",1,"Simon & Schuster, Limited",2012-07-19,656,0857208780,9780857208781,"historical romance,romance"
Monica,,Ali,,Brick Lane,,,"Still in her teenage years, Nazneen finds herself in an arranged marriage with a disappointed man who is twenty years older. Away from the mud and heat of her Bangladeshi village, home is now a cramped flat in a high-rise block in London's East End. Nazneen knows not a word of English, and is forced to depend on her husband. But unlike him she is practical and wise, and befriends a fellow Asian girl Razia, who helps her understand the strange ways of her adopted new British home. Nazneen keeps in touch with her sister Hasina back in the village. But the rebellious Hasina has kicked against cultural tradition and run off in a 'love marriage' with the man of her dreams. When he suddenly turns violent, she is forced into the degrading job of garment girl in a cloth factory. Confined in her flat by tradition and family duty, Nazneen also sews furiously for a living, shut away with her buttons and linings - until the radical Karim steps unexpectedly into her life. On a background of racial conflict and tension, they embark on a love affair that forces Nazneen finally to take control of her fate. Strikingly imagined, gracious and funny, this novel is at once epic and intimate. Exploring the role of Fate in our lives - those who accept it; those who defy it - it traces the extraordinary transformation of an Asian girl, from cautious and shy to bold and dignified woman.",1,Random House,,491,0552771155,9780552771153,"adapted to screen,bildungsroman,cultural"
Martin,,Amis,,Yellow Dog,,,"When 'dream husband' Xan Meo is vengefully assaulted in the garden of a London pub, he suffers head-injury, and personality-change. Like a spiritual convert, the familial paragon becomes an anti-husband, an anti-father. He submits to an alien moral system - one among many to be found in these pages.

We are introduced to the inverted worlds of the 'yellow' journalist, Clint Smoker; the high priest of hardmen, Joseph Andrews; the porno tycoon, Cora Susan; and Royce Traynor, the corpse in the hold of the stricken airliner, apparently determined, even in death, to bring down the plane that carries his spouse. Meanwhile, we explore the entanglements of Henry England: his incapacitated wife, Pamela; his Chinese mistress, He Zizhen; his fifteen-year-old daughter, Victoria, the victim of a filmed 'intrusion' which rivets the world - because she is the future Queen of England, and her father, Henry IX, is its King.",1,Vintage,2004-05-27,352,0099267594,9780099267591,"dark comedy,humour,literary fiction"
Lyn,,Andrews,,Maggie May,,,"Maggie May, born into the slums of Liverpool in the 1880s, had many difficulties to cope with - a drunken father, the early death of her gentle mother, and the grinding poverty of their lives. But most of all, she had to endure the shame of her name, a name given to her by her father out of sheer spite - the name of the city's most notorious prostitute.

Taking care of her younger brother and desperately trying to live down her name, Maggie manages to escape from Liverpool to enjoy an idyllic new life. But fate forces her back again and into the arms of a stranger who is to bring her both heartbreak and the greatest happiness she will ever know.",1,Headline Publishing Group,2009-08-06,,1472218469,9781472218469,family drama
Dr,Maya,Angelou,,Wouldn't Take Nothing For My Journey Now,,,"The woman warrior who is armed with wit and courage will be among the first to celebrate victory' says Maya Angelou, bestselling author of I KNOW WHY THE CAGED BIRD SINGS and one of our best-loved writers. Here she writes about family, argues for spirit and grace, insists on the importance of laughter and style and reflects on brutality and crime. She has the courage to say the unfashionable: 'virtue, purity, temperance, goodness, worth or even moderation...we must return them to a vigorous role in our lives', and the wit to call for them with humour. As lessons in living, they are a unique inspiration.",1,Virago,1995-03-16,160,1860491405,9781860491405,"black authors,cultural,memoir"
Jeffrey,,Archer,,Paths of Glory,,,"This is the story of a man who loved two women, and one of them killed him. Some people have dreams that are so outrageous that if they were to achieve them, their place in history would be guaranteed. Francis Drake, Robert Scott, Percy Fawcett, Charles Lindbergh, Amy Johnson, Edmund Hillary and Neil Armstrong are among such individuals. But what if one man had such a dream, and when he'd fulfilled it, there was no proof that he had achieved his ambition? Paths of Glory is the story of such a man. But not until you've turned the last page of this extraordinary novel, will you be able to decide if George Mallory should be added to this list of legends, because if he were, another name would have to be removed.",1,Pan,2009-09-18,400,0330511661,9780330511667,"adventure,biographical fiction,historical fiction,thriller"
Jeffrey,,Archer,,Heads You Win,,,"Heads You Win is the incredible and thrilling novel by the master storyteller and bestselling author of the Clifton Chronicles and Kane and Abel, Jeffrey Archer. Leningrad, Russia, 1968. From an early age it is clear that Alexander Karpenko is destined to lead his countrymen. But when his father is assassinated by the KGB for defying the state, Alexander and his mother will have to escape Russia if they hope to survive. At the docks, they have an irreversible choice: board a container ship bound for America or one bound for Great Britain. Alexander leaves the choice to a toss of a coin . . . In a single moment, a double twist decides Alexander's future. During an epic tale, spanning two continents and thirty years, we follow Alexander through triumph and defeat as he sets out on parallel lives, as Alex in New York and Sasha in London. As this unique story unfolds, both come to realize that to find their destiny they must face the past they left behind as Alexander in Russia. With a final twist that will shock even his most ardent fans, this is international number one bestseller Jeffrey Archer's most ambitious and creative work since Kane and Abel.",1,Pan Macmillan,2019-05-02,624,1509851267,9781509851263,"historical fiction,political fiction,thriller"
Jake,,Arnott,,truecrime,,,"It's thirty years since Harry Starks and his gang kept the underworld of Soho under control but the consequences of their brutal reign are still being felt. Julie McCluskey, the actress daughter of one of Starks' victims, has grown up without a father and now that she's discovered it was money from her father's murderers that put her through drama school, she's furious. Furious with her mother for accepting it, but even more furious with Harry Starks - and she's decided she wants revenge. Tony Meehan, journalist and part-time murderer ('I've only killed three') has added another occupation to his list: he's ghostwriting the autobiography of one of the Bullion Job (Brinks Mat) gang, a robbery in which Starks was also involved, and the gold's still missing. And then there's Gaz, who worked for Starks' rival Beardsley in the 80s and is now running bouncers, taking too many drugs, and playing a very dangerous game. Moving his focus on to the greedy 80s and the rave scene of the 90s, Arnott delivers another hard-edged, riveting, brilliant novel that will delight his many admirers and win him more.",1,Sceptre,2004-06-21,352,0340818573,9780340818572,"crime,mystery,suspense"
Jake,,Arnott,,He Kills Coppers,,,"During the long hot summer of 1966, a senseless murder shocks the nation and brings the World Cup euphoria to an abrupt end. Yet it marks a beginning for three men, who are inextricably linked to the crime and its consequences: an ambitious detective struggling with his conscience; a tabloid journalist with a nose for a nasty story; and a disaffected thief, haunted by his violent past.

Spanning three decades of profound social change, this gripping novel explores corruption on both sides of the law and at the very heart of the state.",1,Sceptre,2002-02-21,336,034074880X,9780340748800,"adapted to screen,crime,mystery,true crime"
Jake,,Arnott,,"Long Firm, The",,,"London. The 1960s. The capital is swinging, but underneath the boomtown there's a dark underbelly. Meet Harry Starks: club owner, racketeer, porn king, sociology graduate and keen Judy Garland fan. Harry's business is fronting violence with rough charm and cheap glamour; putting the frighteners on, performing menace while trying to desperately trying to jump the counter into legitimacy. Five characters tell five tales that combine in an extraordinary narrative that is both an explosively paced thriller and brilliantly imagined sociological and topographical portrait of sixties London.",1,Sceptre,2000-02-17,352,0340748788,9780340748787,"crime,historical fiction,lgbt,mystery"
Andrea,,Ashworth,,Once in a House on Fire,,,"Once in a House on Fire is the vivid and unforgettable portrait of a family terrorized by the explosive rage of one stepfather and then another. Yet Andrea never gives in to despair and finds a haven in the work of great writers-Joyce, Eliot, D. H. Lawrence, and others-who allow her to see a world beyond her own and set her on her path toward intellectual and artistic awakening.",1,Picador,,,0330351923,9780330351928,"memoir,mental health"
Judy,,Astley,,All Inclusive,,,"For the last few years, Beth and Ned have gone to the same Caribbean island to the same luxury spa hotel for the same weeks in November There they meet the same crowd. and each year they take up where they left off last time. It all has little to do with the rest of their lives - real life. home life. family life. are all safely left behind. But this year. problems which they wanted to leave at home have somehow tagged along with them. Ned has been playing away - a bit of a drunken fling. that's all. nothing to worry about. Beth thought. Except that the besotted woman has been pursuing him by phone and email. and although Beth has decided to put it all behind them. what she doesn't know is that Ned's fling was with Cyn. the female half of one of the couples they will be meeting up with on St George. To make matters worse, the usual child-free nature of the holiday has been complicated by the fact that Beth has insisted on bringing along their sixteen-year-old daughter Delilah, who's been ill and needs some rest and sunshine. Not so ill, however, that she can't look around for some entertainment.",1,Black Swan,2005-04-11,272,0552771864,9780552771863,chick lit
Lucy,,Atkins,,"Missing One, The",,,"The loss of her mother has left Kali McKenzie with too many unanswered questions. But while clearing out Elena's art studio, she finds a drawer packed with postcards, each bearing an identical one-line message a Canadian gallery owner called Susannah Gillespie: thinking of you. Who is this woman and what does she know about Elena's hidden past? Desperate to find out, Kali travels with her toddler, Finn, to Susannah's isolated home on a remote British Columbian island, a place of killer whales and storms. But as bad weather closes in, Kali quickly realises she has made a big mistake. The handsome and enigmatic Susannah refuses to talk about the past, and as Kali struggles to piece together what happened back in the 1970s, Susannah's behaviour grows more and more erratic. Most worrying of all, Susannah is becoming increasingly preoccupied with little Finn ...A tense, thrilling novel about a family divided by secrets, and the lengths a mother will go to protect her child.",1,Quercus,2014-01-16,480,184866320X,9781848663206,"mystery,suspense,thriller"
Paul,,Auster,,"New York Trilogy, The",,,"Paul Auster's three stories explore the nature of identity. He uses the detective, spy and friendship genres as vehicles to delve into the relationships between different groups of people.",1,Faber & Faber,2009-05-07,320,0571244769,9780571244768,"classics,contemporary,mystery,short stories"
Trezza,,Azzopardi,,"Hiding Place, The",,,"Shortlisted for the Booker Prize in 2000, this is an extraordinary and heart-breaking debut novel.Shortlisted for the Booker Prize 2000 'Fans of Kate Atkinson and Andrea Ashworth will love this. Read it and weep.' Mirror This brilliant first novel is set in the Maltese community of Tiger Bay in Cardiff where the author grew up. Dolores, the narrator tells the story of her childhood - her father, Frankie, a compulsive gambler who, due to a misunderstanding at the moment of her birth (he is convinced that his wife will finally give birth to a boy after a multitude of daughters) loses everything to his rival Joe Medora, head of the Maltese Mafia. Frankie's gambling leads to the fire which disfigures Dolores. There is a terrifyingly vivid scene as Dolores remembers watching her hand being burnt in the fire that destroys their home and the moment when Joe claims one of Frankie's daughters as his own. The author evokes the world of Dolores and her family with brilliant power and sensitivity. The novel flits between past and present as Dolores reflects on her childhood and the lives that her father created for himself and his children.",1,Pan Macmillan,2001-05-04,,0330480413,9780330480413,"bildungsroman,family drama"
Beryl,,Bainbridge,,Every Man For Himself,,,"For the four fraught, mysterious days of her doomed maiden voyage in 1912, the Titanic sails towards New York, glittering with luxury, freighted with millionaires and hopefuls. In her labyrinthine passageways are played out the last, secret hours of a small group of passengers, their fate sealed in prose of startling, sublime beauty, as Beryl Bainbridge's haunting masterpiece moves inexorably to its known and terrible end.",1,Abacus,2002-09-05,224,0349108706,9780349108704,historical fiction
Beryl,,Bainbridge,,According To Queeney,,,"According to Queeney is a masterly evocation of the last years of Dr Johnson, arguably Britain's greatest Man of Letters. The time is the 1770s and 1780s and Johnson, having completed his life's major work (he compiled the first ever Dictionary of the English Language) is running an increasingly chaotic life. Torn between his strict morality and his undeclared passion for Mrs Thrale, the wife of an old friend, According to Queeney reveals one of Britain's most wonderful characters in all his wit and glory. Above all, though, this is a story of love and friendship and brilliantly narrated by Queeney, Mrs Thrale's daughter, looking back over her life.",1,Abacus,2002-09-05,256,0349114471,9780349114477,historical fiction
Julianna,,Baggott,,Girl Talk,,,"Thirty-year-old Lissy Jablonski, is facing her father's imminent death and is pregnant by her married ex. The arrival of an old boyfriend from the summer that never happened - the time her father ran off with another woman and her mother confided in her - helps Lissy to face the future.",1,Penguin Random House,2002-05-02,256,0099428032,9780099428039,"bildungsroman,chick lit,relationships"
Jane,,Bailey,,Tommy Glover's Sketch of Heaven,,,"Starved of affection herself, Kitty soon befriends all outsiders in the village she sees as missing home or longing for love: American airmen, gypsies, German POWs, orphans, and above all, her beloved Tommy. In the end, it is her relentless curiosity that slowly transforms the lives of the strangely unhappy Joyce and Jack.",1,Robinson,2005-05-12,256,1845290909,9781845290900,"family drama,humour,war story"
David,,Baldacci,,End Game,Will Robie,5,"End Game is the fifth book in the thrilling Will Robie series by international number one bestselling author David Baldacci.Will Robie, highly trained assassin and the US government's most indispensable asset, is called to London.An imminent terrorist attack threatens the Underground and with the US next in line, Robie is the perfect choice to stop it before it begins.He knows he has one chance to succeed. One chance to save London. One chance to make it safely home to find out what has happened to fellow agent Jessica Reel following their last deadly mission together.But Robie is about to learn that even if he succeeds, the worst is yet to come.The game has started. Now only he can end it . . .",1,Pan Macmillan,2018-07-26,624,1447277414,9781447277415,"action,adventure,mystery,suspense,thriller"
David,,Baldacci,,"Winner, The",,,"LuAnn Tyler is a single parent striving to escape a life of endless poverty. Then a mysterious Mr Jackson makes her an offer he thinks no one can refuse: a guarantee to be the winner of the $100 million lottery. But LuAnn won't do it.Less than twenty-four hours later, she is fighting for her life and running from a false murder charge. Jackson's offer - and its condition that she leave the country forever - seems her only hope.Ten years later, LuAnn secretly returns to the United States to begin a new life with Matthew Riggs, a man whose origins are as murky as her own. But a canny reporter has picked up her trail, as have the FBI - and Jackson. Matt Riggs is the only person who can help her. But is help what Matt intends or is he too closing in for the kill?",1,Pan,2011-05-16,596,0330545167,9780330545167,"crime,mystery,suspense,thriller"
