first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
George,RR,Martin,,Clash of Kings,A Song of Ice and Fire,2,"HBO’s hit series A GAME OF THRONES is based on George R. R. Martin’s internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age. A CLASH OF KINGS is the second volume in the series.

Throughout Westeros, the cold winds are rising.

From the ancient citadel of Dragonstone to the forbidding lands of Winterfell, chaos reigns as pretenders to the Iron Throne of the Seven Kingdoms stake their claims through tempest, turmoil and war.

As a prophecy of doom cuts across the sky - a comet the colour of blood and flame - five factions struggle for control of a divided land. Brother plots against brother and the dead rise to walk in the night.

Against a backdrop of incest, fratricide, alchemy and murder, the price of glory is measured in blood.",1,Harper Voyager,2011-09-01,752,0007447833,9780007447831,"adapted to screen,adventure,epic fantasy,fantasy"
George,RR,Martin,,Game of Thrones,A Song of Ice and Fire,1,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age. A GAME OF THRONES is the first volume in the series.",1,Harper Voyager,2011-09-01,864,0007448031,9780007448036,"adapted to screen,adventure,epic fantasy,fantasy"
Tony,,Parsons,,Catching the Sun,,,"Just how badly do you want to find paradise?

When Tom Finn is almost jailed for confronting two burglars in his own home, this taxi driver takes his young family to live on the tropical island of Phuket, Thailand.

Phuket is all the Finn family dreamed of – a tropical paradise where the children swim with elephants, the gibbons sing love songs in the jungle, the Andaman Sea is like turquoise glass and this young family is free to grow.

But both man-made disaster and the unleashed forces of nature shatter this tropical idyll for Tom Finn's family.

CATCHING THE SUN is a gripping, moving story of a family who go in search of Paradise – and end up discovering themselves.",1,Harper,2012-06-07,320,0007327811,9780007327812,"contemporary,travel"
Armistead,,Maupin,,More Tales of the City,Tales of the City,2,"The second novel in the beloved Tales of the City series, Armistead Maupin’s best-selling San Francisco saga.

The tenants of 28 Barbary Lane have fled their cozy nest for adventures far afield. Mary Ann Singleton finds love at sea with a forgetful stranger, Mona Ramsey discovers her doppelgänger in a desert whorehouse, and Michael Tolliver bumps into his favorite gynecologist in a Mexican bar. Meanwhile, their venerable landlady takes the biggest journey of all—without ever leaving home.",1,Black Swan,1984-09-21,288,0552990868,9780552990868,"adapted to screen,contemporary,humour,lgbt"
Armistead,,Maupin,,Significant Others,Tales of the City,5,"A holiday in the redwoods goes uproariously awry when the opposing sexes camp out rather too close to each other for comfort.

Among those entangled in the mayhem are DeDe Halcyon, reformed debutante, troubled house-husband Brian Hawkins, and the irrepressible Michael 'Mouse' Tolliver (arguably Maupin's most beloved creation).

Significant Others, the fifth self-contained chronicle in the Tales of the City saga, is a cunningly observed class comedy that's sure to be relished by the cognoscenti and by new readers alike.",1,Black Swan,,,0552993832,9780552993838,"adapted to screen,contemporary,humour,lgbt"
Jane,,Green,,"Patchwork Marriage, The",,,"Are love and devotion enough to create a happy family?

When Andi married Ethan, she not only got the man she loved but also the chance to be a mother, to his daughters Emily and Sophia. Unable to have a child of her own, Andi saw this opportunity of motherhood as a precious gift. If only it were that simple.

For this is not a happy family, and the trouble lies with Emily. Her conflicted feelings towards her stepmother leave Andi feeling hated in her own home, despite years of trying to reach out to her stepdaughter. And with each drama, Emily drives Andi and Ethan further apart.

Just as Andi starts to contemplate a life without Ethan and the girls, Emily comes home with some shocking news. News that will change their lives forever.",1,Penguin,2012-06-21,416,0141038659,9780141038650,"chick lit,family drama,relationships"
Paul,,Torday,,Salmon Fishing in the Yemen,,,"What does it take to make us believe in the impossible?
For Dr. Alfred Jones, life is a quiet mixture of civil service at the National Centre for Fisheries Excellence and marriage to Mary—an ambitious, no-nonsense financier. But a strange turn of fate from an unexpected direction forces Jones to upend his existence and spend all of his time in pursuit of another man’s ludicrous dream. Can there be salmon in the Yemen? Science says no. But if resources are limitless and the visionary is inspired, maybe salmon fishing in the Yemen isn’t impossible. Then again, maybe nothing is.",1,Phoenix,2007-06-14,352,97807538217,9780753821787,"contemporary,humour,political fiction,satire"
Santa,,Montefiore,,"French Gardener, The",,,"A spellbinding novel about marriage, passion, loss, renewal, and the healing power of love from the number one bestselling author of Songs of Love and War.

Married couple, Miranda and David, move out of London into a beautiful country house with an idyllic garden. But reality turns out to be very different from their bucolic dream. Soon the latent unhappiness in the family begins to come to the surface, isolating each family member in a bubble of resentment and loneliness.

Then a mysterious Frenchman arrives on their doorstep. With the wisdom of nature, he slowly begins to heal the past and the present. But who is he? When Miranda discovers his secret in the cottage by the garden, the whole family learns that a garden, like love itself, can restore the human spirit, not just season after season, but generation after generation.

Wise and winsome, poignant and powerfully moving, The French Gardener combines the savvy of contemporary women's fiction with an old fashioned sensibility steeped in the importance of family and the magical power of love.",1,Simon & Schuster Ltd,2013-11-21,448,147113198X,9781471131981,"family drama,relationships,romance"
PC,,Cast,,Elphame's Choice,Partholon,4,"Part-human, part-centaur, Elphame has always been different. The hundreds of shimmering butterflies sent by the goddess Etain to mark her birth were only the beginning. When Elphame is asked to breathe new life into the remote MacCallan Castle, she goes along with it and finally she's found her true calling.",1,Mira,,425,0778303721,9780778303725,"fantasy,paranormal,romance"
PC,,Cast,,Divine by Blood,Partholon,3,"From the bestselling author of the ""House of Night"" series comes the award-winning world of Partholon, rich in goddesses, intrigue and magic. Raised as a normal girl in Oklahoma for eighteen years, Morrigan had no idea how special she really was.

After discovering the truth of her heritage, her rage and grief take on a power of their own, carrying her back to the world of Partholon. Yet, instead of being respected as the daughter of the goddess Incarnate, Morrigan feels like a shunned outsider. In her desperation to belong to Partholon, she confronts forces she can't fully understand or control. And soon a strange darkness draws closer...",1,Mira,,400,0778303632,9780778303633,"fantasy,paranormal,romance"
PC,,Cast,,Goddess of Legend,Goddess Summoning,7,"Isabel, a world-weary photojournalist, is grounded back home in Oklahoma, when her car plummets off a bridge into a lake. On the edge between life and death, she's miraculously saved by the Water Goddess, but with one tiny caveat: Isabel must travel to another time to seduce the legendary Lancelot du Lac away from Queen Guinevere.",1,Piatkus,2010-12-23,320,978074995389,9780749953898,"fantasy,paranormal,romance,time travel"
Holly,,Black,,Ironside: A Modern Faerie Tale,Modern Faerie Tales,3,"When pixie Kaye declares herself to Roiben on the day of his coronation, he is forced to send her on a seemingly impossible quest. Now Kaye is forbidden to see or speak to him unless she can find the one thing she knows doesn't exist: a faerie who can tell a lie.

Miserable and convinced she belongs nowhere, Kaye makes a rash decision to reveal the truth to her mother - that she is a changeling left in place of a human child...

But when her mother's reaction sends Kaye running back to the Faerie realm in search of her human counterpart in a bid to return her to Ironside, Kaye once again finds herself a pawn in the games of the Seelie Court. Queen Silarial wants Roiben's throne and she will use any means necessary to get it! In this dangerous, twisted game of wits and power can a pixie outplay a queen?",1,,,,0857073605,9780857073600,"fantasy,paranormal,romance,young adult"
Holly,,Black,,Tithe: A Modern Faerie Tale,Modern Faerie Tales,1,"In the realm of very scary faeries, no one is safe.

Sixteen-year-old Kaye is a modern nomad. Fierce and independent, she travels from city to city with her mother's rock band until an ominous attack forces the sixteen-year-old back to her childhood home. There, amid the industrial, blue-collar New Jersey backdrop, Kaye soon finds herself an unwilling pawn in an ancient power struggle between two rival faerie kingdoms—a struggle that could very well mean her death.

Holly Black's enormously powerful voice weaves teen angst, riveting romance, and capriciously diabolical faerie folk into an enthralling, engaging, altogether original reading experience.",1,Simon & Schuster,2011-04-28,,0857073613,9780857073617,"fantasy,paranormal,romance,young adult"
Melissa,de la,Cruz,,Blue Bloods,Blue Bloods,1,"They're young, fabulous and fanged. And they rule Manhattan, from the trendy uptown clubs to the downtown boutiques. 15-year-old Schuyler Van Alen has never quite fitted in at her exclusive prep school - she's more of a vintage than a Versace girl - but all that's about to change because Schuyler has just found out she's a Blue Blood.",1,Atom,2010-02-22,336,190565474X,9781905654741,"fantasy,paranormal,romance,vampires,young adult"
Melissa,de la,Cruz,,Keys to the Repository,Blue Bloods,,An informative guide to the world and characters of Melissa de la Cruz's Blue Blood series.,1,Atom,2010-06-29,240,1907410325,9781907410321,
Melissa,de la,Cruz,,Bloody Valentine,Blue Bloods,,"In Bloody Valentine, a companion novella to the best-selling Blue Bloods series, author Melissa de la Cruz delves deep into the love lives of the all-powerful vamps from New York’s Upper East Side – Schuyler and Jack's passion for each other, Mimi and Kingsley's tangled romantic history, and even a possible cure for Oliver’s heartbreak in the form of a witchy new girl. /DIVDIV
In both prose and verse, Bloody Valentine reveals the undying love, the hope and devastation, and the lust and longing that have defined the Blue Bloods throughout history. Prepare to be swept off your feet.",1,Atom,2011-01-20,208,1907410201,9781907410208,"fantasy,paranormal,romance,vampires,young adult"
Melissa,de la,Cruz,,Revelations,Blue Bloods,3,"Schuyler Van Alen's blood legacy has just been called into question: is the young vampire in fact a Blue Blood, or is it the sinister Silver Blood that runs through her veins? As controversy swirls, Schuyler is left stranded in the Force household, trapped under the same roof as her cunning nemesis, Mimi Force, and her forbidden crush, Jack Force.

When an ancient place of power is threatened in Rio de Janeiro, however, the Blue Bloods need Schuyler on their side. The stakes are high, the battle is bloody, and through it all Schuyler is torn between duty and passion, love and freedom.

Romance, glamour and vampire lore collide in the highly anticipated third book in bestselling author Melissa de la Cruz's Bllue Bloods series.",1,Atom,2010-04-01,288,1905654782,9781905654789,"fantasy,paranormal,romance,vampires,young adult"
Melissa,de la,Cruz,,Masquerade,Blue Bloods,2,"Schuyler Van Alen wants an explaination for the mysterious death of young vampires. With her best friend, Oliver, Schuyler travels to Italy in the hope of finding the one man who can help - her grandfather. Meanwhile, back in New York, preparations are feverishly under way for the Four Hundred Ball, an exclusive gala hosted by the city's wealthy, powerful, and unhuman - a true Blue Blood affair.

But it's at the after-party, a masquerade ball thrown by the cunning Mimi Force, that the real danger lurks. Hidden behind the masks is a revelation that will forever change the course of a young vampire's destiny.

Rich with glamore, attitude and vampire lore, this second installment in the Blue Bloods saga will leave readers thirsting for more.",1,Atom,2010-02-22,336,1905654774,9781905654772,"fantasy,paranormal,romance,vampires,young adult"
Melissa,de la,Cruz,,Van Alen Legacy,Blue Bloods,4,"Young, fabulous . . . and fanged. With the stunning revelation surrounding Bliss's true identity comes the growing threat of the sinister Silver Bloods. Once left to live the glamorous life in New York City, the Blue Bloods now find themselves in an epic battle for survival. Not to worry, love is still in the air for the young vampires of the Upper East Side. Or is it?",1,Atom,2010-04-01,400,1905654790,9781905654796,"fantasy,paranormal,romance,vampires,young adult"
Rachel,,Caine,,Glass Houses,The Morganville Vampires,1,"Welcome to Morganville. Just don't stay out after dark.

Morganville is a small town filled with unusual characters - when the sun goes down, the bad come out. In Morganville, there is an evil that lurks in the darkest shadows - one that will spill out into the bright light of day.

For Claire Danvers, high school was hell, but college may be murder. It was bad enough that she got on the wrong side of Monica, the meanest of the school's mean girls, but now she's got three new roommates, who all have secrets of their own. And the biggest secret of all isn't really a secret, except from Claire: Morganville is run by vampires and they are hungry for fresh blood . . .",1,Allison & Busby,2008-05-26,361,0749079517,9780749079512,"fantasy,paranormal,romance,vampires,young adult"
Rachel,,Caine,,Dead Girls' Dance,The Morganville Vampires,2,"Claire has her share of challenges. Like being a genius in a school that favours beauty over brains; homicidal girls in her dorm, and finding out that her college town is overrun with the living dead. On the up side, she has a new boyfriend with a vampire-hunting dad. But when a local fraternity throws the Dead Girls' Dance, hell is really going to break loose.",1,,,380,074907986X,9780749079864,"fantasy,paranormal,romance,vampires,young adult"
Rachel,,Caine,,Midnight Alley,The Morganville Vampires,3,"Claire Danvers's college town may be run by vampires but a truce between the living and the dead made things relatively safe. For a while. Now people are turning up dead, a psycho is stalking her, and an ancient bloodsucker has proposed private mentoring. To what end, Claire will find out. And it's giving night school a whole new meaning.",1,,,365,0749079223,9780749079222,"fantasy,paranormal,romance,vampires,young adult"
Melissa,,Marr,Kelley Armstrong,Enthralled: Paranormal Diversions,,,"A collection of fourteen original teen paranormal short stories from some of today's bestselling YA talent, united with the common theme of road trips, and edited by bestselling authors Melissa Marr and Kelley Armstrong. Contributors include: Melissa Marr, Kelley Armstrong, Claudia Gray, Kami Garcia & Margaret Stohl.",1,HarperCollinsChildren'sBooks,2011-09-01,352,0007442467,9780007442461,"fantasy,paranormal,romance,short stories,vampires,young adult"
Rachel,,Hawkins,,Spell Bound,Hex Hall,3,"Just as Sophie Mercer has come to accept her extraordinary magical powers as a demon, the Prodigium Council strips them away. Now Sophie is defenceless, alone and at the mercy of her sworn enemies - the Brannicks, a family of warrior women who hunt down the Prodigium. Or at least that's what Sophie thinks, until she makes a surprising discovery. The Brannicks know an epic war is coming, and they believe Sophie is the only one powerful enough to stop the world from ending. But without her magic, Sophie isn't as confident.

Sophie's bound for one hell of a ride - can she get her powers back before it's too late? Because this time it's her life, and the lives of everyone she loves that are at stake.",1,Simon & Schuster Childrens Books,2012-03-29,336,1847387241,9781847387240,"fantasy,paranormal,romance,young adult"
Melissa,,Marr,,Fragile Eternity,Wicked Lovely,3,"In the third mesmerizing tale in Melissa Marr’s #1 New York Times bestselling Wicked Lovely series, old friends become new enemies—and one wrong move could plunge the Earth into chaos.

Seth never expected he would want to settle down with anyone, but that was before Aislinn. She is everything he'd ever dreamed of, and he wants to be with her forever. Forever takes on new meaning, though, when your girlfriend is an immortal faery queen.

Aislinn never expected to rule the very creatures who'd always terrified her, but that was before Keenan. He stole her mortality to make her a monarch, and now she faces challenges and enticements beyond any she'd ever imagined.

Seth and Aislinn struggle to stay true to themselves and each other—all while navigating the shadowy rules and shifting allegiances of the Faery Courts.",1,Harper Collins,,,0007267193,9780007267194,"fantasy,paranormal,romance,young adult"
Melissa,,Marr,,Darkest Mercy,Wicked Lovely,5,"The fifth and final breathtaking instalment in the darkly seductive and best-selling WICKED LOVELY series, about the collision of mortal and faery worlds...

The Summer King is missing; the Dark Court is bleeding; and a stranger walks the streets of Huntsdale, his presence signifying the deaths of powerful fey.

Torn between his new queen and his old love, Keenan left Huntsdale to wander aimlessly but after centuries of leading his court it was not long before the reality of being Summer King became too pressing. Violence seemed more inevitable by the day and the Summer Court was not yet strong enough to face conflict, so Keenan made a dangerous deal with the water fey. It is a desperate bargain he makes to strengthen his court against the coming war. Aislinn tends the Summer Court, searching for her absent king and yearning for Seth. She knows she must be a powerful queen to hold her court together, while Bananach becomes more and more dangerous, and she is losing faeries to her. Donia longs for fiery passion even as she coolly readies the Winter Court for battle. Her court is still powerful, but she must remain focused on keeping them that way and not get distracted by Keenan when he shows up at her door again. The Dark Court is thrown into chaos when they are rocked by tragedy. And Seth, sworn brother of the Dark King and heir to the High Queen, is about to make a mistake that could cost his life.

They all know what Bananach seeks - the raven-faery is the embodiment of war and discord. She and her growing number of allies want mutiny and murder. Love, despair and betrayal ignite the Faeries Courts, and in the final conflict, some will win... and some will lose everything. The thrilling conclusion to Melissa Marr's bestselling Wicked Lovely series will leave readers breathless.",1,HarperCollins Children's Books,,327,0007346158,9780007346158,"fantasy,paranormal,romance,young adult"
LJ,,Smith,,"Night World, No. 3",Night World,,"Includes:
Book 7 - Huntress
Book 8 - Black Dawn
Book 9 - Witchlight

The Night World isn’t a place. It’s all around us. It’s a secret society of vampires, werewolves, witches, and other creatures of darkness that live among us. In the third bind-up of this series, the Night People are preparing for the apocalypse to destroy the human world. Four teenagers have been given special powers to prevent the impending destruction, but first they, and their soulmates, must survive. In Huntress, a hunter—who is half vampire—stalks other vampires to protect humans. A vampire prince falls in love with a girl he enslaves in Black Dawn. And a shapeshifter must protect a rebellious teenager in Witchlight.",1,Simon Pulse,2009-04-07,732,1416974520,9781416974529,"fantasy,paranormal,romance,vampires,young adult"
LJ,,Smith,,Dark Visions,Dark Visions,,"The Strange Power, The Possessed and The Passion - all 3 books in the Dark Visions series by L.J. Smith.

Kaitlyn Fairchild has always felt like an outsider in her small hometown. Her haunting eyes and prophetic drawings have earned her a reputation as a witch. But Kait's not a witch: She's a psychic. Tired of being shunned, Kait accepts an invitation to attend the Zetes Institute, where she can have a fresh start and study with other psychic teens.

Learning to hone her abilities with four other gifted students, Kait discovers the intensity of her power -- and the joy of having true friends. But those friendships quickly become complicated when Kait finds herself torn between two irresistible guys. Rob is kind and athletic, and heals people with his good energy. Gabriel is aggressive and mysterious, a telepath concealing his true nature as a psychic vampire, feeding off of others' life energy. Together, Rob and Gabriel's opposing forces threaten the group's stability.

Then one of the experiments traps the five teens in a psychic link. A link that threatens their sanity and their lives. And Kaitlyn must decide whom to trust...and whom to love.",1,Non Basic Stock Line,2009-09-01,732,1416989560,9781416989561,"fantasy,paranormal,romance,vampires,young adult"
LJ,,Smith,,Initiation / The Captive Part I,The Secret Circle,,"The circle's power has lured her home

Forced to move from sunny California to gloomy New England, Cassie longs for her old life. Even so, she feels a strange kinship to a terrifying group of teens who seem to rule her school. Initiated into the coven of witches that's controlled New Salem for hundreds of years, she's drawn into the Secret Circle, a thrill that's both intoxicating and deadly. But when she falls for the mysterious and intriguing Adam, Cassie must choose whether to resist temptation or risk dark forces to get what she wants—even if it means that one wrong move could ultimately destroy her.",1,Harperteen,2008-10-01,416,0061670855,9780061670855,"fantasy,paranormal,romance,young adult"
LJ,,Smith,,Captive Part II / The Power,The Secret Circle,,"Caught in the struggle between good and evil . . .

Cassie has joined the most alluring—and deadly—in-crowd imaginable. But power comes with a price, and it's more dangerous than she knows. Torn between the dueling desires of the two leaders of the Secret Grcle, she must ultimately choose between saving all of New Salem, and her own dangerous love for the bewitching Adam, which threatens to tear the circle apart. In the ultimate battle between good and evil, will Cassie's supernatural powers be strong enough to lead the coven out of danger? Or will she foil prey to the dark forces within?

. . . will she sacrifice her love for the circle to survive?",1,HarperCollins,2008-12-27,416,0061671355,9780061671357,"fantasy,paranormal,romance,young adult"
LJ,,Smith,,Midnight,The Vampire Diaries: The Return,3,"The vampire love triangle that spawned hundreds of thousands of fans-and inspired a major new dramatisation shown on ITV -concludes in this powerful final volume of The Vampire Diaries. In Midnight, golden girl Elena Gilbert is back from the Dark Dimension, having successfully freed her vampire boyfriend Stefan Salvatore from imprisonment. Saving Stefan had an unlikely consequence: his vampire brother Damon Salvatore has become a mortal. While the trio reels from this latest twist, they must still deal with the demons that have taken over Elena's hometown, Fell's Church.",1,Hodder Children's Books,2011-03-03,480,0144490065,9781444900651,"fantasy,paranormal,romance,vampires,young adult"
LJ,,Smith,,Shadow Souls,The Vampire Diaries: The Return,2,"Elena Gilbert is once again at the center of magic and danger beyond her imagining. And this time, Stefan isn’t there to help. Stefan is held prisoner in the Dark Dimension—a world where vampires and demons roam free, and where humans are at the command of their supernatural betters. To save the man she loves, Elena is forced to trust her life to his handsome, but deadly brother Damon. Damon has never concealed his love for Elena, and as the tension between them rises, Elena must face a terrible decision: which brother does she really want to be with?",1,Hodder Children's Books,2010-05-06,512,1444900641,9781444900644,"fantasy,paranormal,romance,young adult"
Michael,,Moorcock,,Wizardry and Wild Romance,,,A collection of essays on Fantasy literature.,1,"Orion Publishing Group, Limited",1988-08-01,237,0575043245,9780575043244,fantasy
